@relation ar5-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute total_loc numeric
@attribute blank_loc numeric
@attribute comment_loc numeric
@attribute code_and_comment_loc numeric
@attribute executable_loc numeric
@attribute unique_operands numeric
@attribute unique_operators numeric
@attribute total_operands numeric
@attribute total_operators numeric
@attribute halstead_vocabulary numeric
@attribute halstead_length numeric
@attribute halstead_volume numeric
@attribute halstead_level numeric
@attribute halstead_difficulty numeric
@attribute halstead_effort numeric
@attribute halstead_error numeric
@attribute halstead_time numeric
@attribute branch_count numeric
@attribute decision_count numeric
@attribute call_pairs numeric
@attribute condition_count numeric
@attribute multiple_condition_count numeric
@attribute cyclomatic_complexity numeric
@attribute cyclomatic_density numeric
@attribute decision_density numeric
@attribute design_complexity numeric
@attribute design_density numeric
@attribute normalized_cyclomatic_complexity numeric
@attribute formal_parameters numeric
@attribute defects {false,true}

@data
0.307203,0.413462,0.05618,0.125,0.34767,0.510345,0.5,0.375262,0.318841,0.508772,0.341902,0.303592,0.061544,0.235481,0.122593,0.303594,0.122593,0.20339,0.20339,0.65,0.181034,0.28,0.184783,0.19662,0.45716,0.65,0.072222,0.179446,0,true
0.275424,0.423077,0.224719,0.25,0.236559,0.565517,0.769231,0.415094,0.36087,0.596491,0.383033,0.3505,0.036436,0.34819,0.203504,0.3505,0.203504,0.29661,0.29661,0.2,0.301724,0.4,0.271739,0.473354,0.4,0.2,0.015385,0.311392,0,true
0.008475,0.019231,0,0,0.007168,0.013793,0.038462,0.012579,0.005797,0.017544,0.008569,0.004592,0.466491,0.022581,0.000475,0.004592,0.000475,0,0,0.05,0,0,0,0.147597,0,0.05,0.1,0.163287,0,false
0.055085,0.115385,0.033708,0.25,0.039427,0.089655,0.230769,0.054507,0.047826,0.111111,0.050557,0.034607,0.176917,0.085902,0.006365,0.034607,0.006365,0.042373,0.042373,0.05,0.043103,0,0.054348,0.48619,0.4,0.05,0.016667,0.313137,0,false
0.17161,0.211538,0.089888,0.375,0.182796,0.17931,0.307692,0.148847,0.150725,0.19883,0.149957,0.111038,0.092921,0.164711,0.033204,0.111037,0.033204,0.101695,0.101695,0.15,0.094828,0.16,0.086957,0.173633,0.43636,0.15,0.033333,0.151545,0,false
0.050847,0.038462,0.011236,0,0.0681,0.151724,0.076923,0.104822,0.069565,0.140351,0.083976,0.058881,0.279994,0.049378,0.006771,0.05888,0.006771,0,0,0.5,0,0,0,0,0,0.5,1,0.024004,0,false
0.09322,0.134615,0.078652,0.375,0.082437,0.124138,0.5,0.100629,0.094203,0.181287,0.096829,0.071511,0.062428,0.232758,0.029885,0.071511,0.029885,0.09322,0.09322,0,0.094828,0.12,0.086957,0.408054,0.4,0,0,0.295178,0,true
0.023305,0.057692,0.022472,0.125,0.010753,0.055172,0.115385,0.027254,0.015942,0.064327,0.020566,0.013449,0.347936,0.036475,0.001463,0.013449,0.001463,0.008475,0.008475,0.05,0,0,0.01087,0.303868,0,0.05,0.05,0.188535,0.5,false
0.012712,0.019231,0,0,0.014337,0.034483,0.038462,0.020964,0.011594,0.035088,0.015424,0.009021,0.489684,0.020617,0.000731,0.009021,0.000731,0,0,0.1,0,0,0,0.101287,0,0.1,0.2,0.126568,0,false
0.036017,0.038462,0.011236,0,0.043011,0.082759,0.230769,0.041929,0.03913,0.105263,0.040274,0.027719,0.21072,0.070338,0.004439,0.027719,0.004439,0.016949,0.016949,0.35,0.008621,0,0.021739,0.19662,0.8,0.35,0.23333,0.209184,1,false
0.091102,0.086538,0.089888,0.5,0.09319,0.158621,0.423077,0.106918,0.114493,0.19883,0.111397,0.083484,0.088735,0.171805,0.02624,0.083482,0.02624,0.135593,0.135593,0.3,0.137931,0.2,0.119565,0.503838,0.4,0.3,0.05,0.415744,0,false
0.442797,0.528846,0.426966,1,0.415771,0.455172,0.769231,0.45283,0.434783,0.502924,0.442159,0.390028,0.022151,0.471374,0.301755,0.390026,0.301755,0.457627,0.457627,0.2,0.465517,0.68,0.391304,0.385242,0.4,0.2,0.010811,0.275602,0,true
0.088983,0.134615,0.191011,0,0.039427,0.275862,0.076923,0.09434,0.062319,0.245614,0.075407,0.060686,0.530513,0.017563,0.003731,0.060686,0.003731,0,0,0,0,0,0,0.030386,0,0,0,0,0,false
