@relation pc3-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
0.090909,0,0,0,0.115385,0,0,0.02439,0,0,0,1,0,0,0,0.028152,0.571429,0.025419,0.093907,0.002133,0.010985,0.021554,0.02,0.002133,0.0111,1,0,0,0,0.01005,0.02391,0.01986,0.025413,0.149254,0.04382,0.299446,0.028152,FALSE
0.051948,0.006803,0.208333,0,0,0.005226,0.006711,0.105691,0.003509,0.6,0.028571,1,0.011914,0.028986,1,0.026928,0.142857,0.02409,0.043752,0.000439,0.004847,0.009371,0.04,0.000439,0.004901,1,0.00692,0.005226,0.013528,0.050251,0.010212,0.008767,0.025413,0.164179,0.029213,0,0.026928,FALSE
0.051948,0.006803,0.208333,0,0,0.006969,0.006711,0.089431,0.007018,0.4,0.028571,1,0.008737,0,0,0.031824,0.571429,0.031886,0.028812,0.000252,0.0042,0.008226,0.06,0.000252,0.004269,0.316327,0.00692,0.006969,0.009365,0.045226,0.008468,0.008052,0.026684,0.134328,0.033708,0,0.031824,FALSE
0.090909,0,0.083333,0,0,0,0,0.073171,0,0,0,1,0.001589,0,0,0.01224,0.142857,0.019323,0.046704,0.000401,0.0042,0.00833,0.04,0.000401,0.004195,1,0,0,0.002081,0.025126,0.008717,0.008052,0.02033,0.164179,0.019101,0,0.01224,FALSE
0.025974,0.003401,0.041667,0,0,0.003484,0.003356,0.170732,0.003509,0.4,0.014286,1,0.004766,0,0,0.011016,0.428571,0.01014,0.026678,0.000069,0.001292,0.002811,0.065,0.000069,0.001258,0.489796,0.00346,0.003484,0.005203,0.080402,0.002989,0.002684,0.010165,0.134328,0.01236,0,0.011016,FALSE
0.064935,0,0.083333,0,0,0,0,0.154472,0,0,0,1,0.002383,0,0,0.00612,0.142857,0.009762,0.019564,0.000036,0.000969,0.002291,0.09,0.000036,0.000888,1,0,0,0.003122,0.040201,0.00274,0.001968,0.007624,0.074627,0.011236,0,0.00612,FALSE
0.311688,0.010204,0.166667,0.047619,0.153846,0.010453,0.010067,0.089431,0.010526,0.4,0.042857,1,0.014297,0,0,0.037944,0.285714,0.029105,0.066695,0.001232,0.009047,0.015202,0.025,0.001232,0.009026,0.234694,0.010381,0.010453,0.015609,0.025126,0.014944,0.015387,0.040661,0.283582,0.077528,0.331169,0.040392,TRUE
0.311688,0.013605,0.166667,0.166667,0.320513,0.013937,0.013423,0.121951,0.014035,0.4,0.028571,0.591837,0.018268,0,0,0.029376,0,0.044872,0.034717,0.000515,0.007108,0.012182,0.05,0.000515,0.007246,0.183673,0.013841,0.013937,0.019771,0.025126,0.0132,0.011451,0.048285,0.19403,0.089888,0.608261,0.037944,FALSE
0.025974,0.017007,0,0.166667,0.076923,0.012195,0.016779,0.154472,0.007018,0.7,0,0.153061,0.011914,0.043478,0.6,0.028152,1,0.02396,0.055419,0.000701,0.006139,0.011037,0.03,0.000701,0.006175,0.663265,0.017301,0.013937,0.010406,0.070352,0.010959,0.011093,0.030496,0.238806,0.042697,0.384394,0.03672,FALSE
0.220779,0.013605,0.25,0.119048,0.128205,0.013937,0.013423,0.170732,0.014035,0.4,0.042857,0.795918,0.015091,0,0,0.022032,0.285714,0.024728,0.052538,0.00065,0.006139,0.010725,0.035,0.00065,0.006041,0.183673,0.013841,0.013937,0.015609,0.045226,0.011955,0.009841,0.033037,0.223881,0.05618,0.483819,0.028152,FALSE
0.246753,0.098639,0.125,0,0.397436,0.101045,0.097315,0.113821,0.101754,0.4,0.028571,0.081633,0.086577,0,0,0.252142,0.571429,0.155671,0.128766,0.024569,0.093053,0.121928,0.015,0.024569,0.093215,0.010204,0.100346,0.101045,0.083247,0.055276,0.140473,0.108606,0.188056,0.268657,0.28764,0.139238,0.252142,FALSE
0.025974,0,0.125,0,0,0,0,0.02439,0,0,0,1,0.01668,0,0,0.029376,0,0.028095,0.077366,0.0016,0.010016,0.019263,0.025,0.0016,0.010107,1,0,0,0.021852,0.015075,0.021669,0.017534,0.027954,0.149254,0.029213,0,0.029376,FALSE
0.12987,0.017007,0.041667,0,0,0.013937,0.016779,0.536585,0.010526,0.534,0.042857,0.663265,0.012708,0.028986,0.4,0.011016,0,0.021935,0.038203,0.000305,0.003877,0.007497,0.045,0.000305,0.003896,0.489796,0.017301,0.013937,0.011446,0.145729,0.008468,0.006799,0.024142,0.164179,0.021348,0,0.011016,TRUE
0.285714,0.020408,0.291667,0.238095,0,0.019164,0.020134,0.121951,0.017544,0.44,0.071429,0.857143,0.021446,0.043478,0.5,0.040392,0.142857,0.04663,0.049301,0.001078,0.010662,0.01718,0.035,0.001078,0.010688,0.561224,0.020761,0.019164,0.021852,0.050251,0.01868,0.016103,0.05845,0.238806,0.073034,0.247605,0.052632,TRUE
0.077922,0.003401,0.041667,0.02381,0.038462,0.003484,0.003356,0.398374,0.003509,0.4,0.014286,1,0.003177,0,0,0.003672,0.142857,0.007932,0.010671,0.000009,0.000323,0.001041,0.165,0.000009,0.000394,0.489796,0.00346,0.003484,0.003122,0.065327,0.000996,0.001074,0.005083,0.074627,0.014607,0.608261,0.004896,FALSE
0.428571,0.054422,0.25,0.142857,0.294872,0.050523,0.053691,0.186992,0.045614,0.446,0.114286,0.520408,0.057983,0.057971,0.25,0.079559,0,0.060919,0.122541,0.008706,0.034572,0.049667,0.015,0.008706,0.034711,0.27551,0.055363,0.050523,0.059313,0.060302,0.056289,0.04491,0.104193,0.358209,0.142697,0.328401,0.086903,TRUE
0,0.006803,0.041667,0,0,0.006969,0.006711,0.341463,0.007018,0.4,0.028571,1,0.008737,0,0,0.008568,0.142857,0.008799,0.047416,0.000188,0.001939,0.004165,0.04,0.000188,0.00194,0.316327,0.00692,0.006969,0.009365,0.18593,0.004981,0.003578,0.011436,0.164179,0.007865,0,0.008568,FALSE
0.090909,0.010204,0.166667,0,0.038462,0.003484,0.013423,0.105691,0.003509,0.4,0.057143,1,0.011914,0,0,0.045288,0.142857,0.031475,0.048661,0.000709,0.007108,0.012287,0.035,0.000709,0.00712,0.183673,0.00346,0.003484,0.011446,0.045226,0.0132,0.01163,0.03939,0.223881,0.052809,0.079838,0.045288,FALSE
0,0.006803,0.125,0,0,0.006969,0.006711,0.300813,0.007018,0.4,0.028571,1,0.01112,0,0,0.009792,0,0.011501,0.040906,0.000183,0.002262,0.00479,0.045,0.000183,0.002188,0.316327,0.00692,0.006969,0.012487,0.160804,0.005729,0.004115,0.012706,0.134328,0.008989,0,0.009792,FALSE
0.012987,0.006803,0.041667,0,0,0.003484,0.006711,0.162602,0.003509,0.4,0.014286,0.663265,0.007149,0,0,0.017136,0,0.012211,0.02522,0.000074,0.001292,0.002915,0.07,0.000074,0.001432,0.316327,0.00346,0.003484,0.007284,0.090452,0.002989,0.002863,0.013977,0.179104,0.016854,0,0.017136,FALSE
0.064935,0.003401,0.083333,0.02381,0.076923,0.003484,0.003356,0.170732,0.003509,0.4,0.014286,1,0.00556,0,0,0.009792,0,0.012843,0.014228,0.000025,0.000969,0.002187,0.125,0.000025,0.00085,0.489796,0.00346,0.003484,0.006243,0.045226,0.001993,0.002326,0.007624,0.074627,0.022472,0.496806,0.011016,FALSE
0.051948,0,0.041667,0,0,0,0,0.01626,0,0,0,1,0.000794,0,0,0.03672,0.428571,0.009248,0.554299,0.027043,0.02391,0.053207,0.005,0.027043,0.023836,1,0,0,0.001041,0.01005,0.063512,0.045804,0.011436,0.149254,0.038202,0,0.03672,FALSE
0.194805,0.006803,0.166667,0.02381,0.320513,0.006969,0.006711,0.154472,0.007018,0.4,0.028571,1,0.007943,0,0,0.017136,0.142857,0.032374,0.035286,0.000384,0.00517,0.009683,0.05,0.000384,0.005314,0.316327,0.00692,0.006969,0.008325,0.020101,0.01071,0.008946,0.033037,0.164179,0.061798,0.691931,0.01836,FALSE
0.181818,0,0.291667,0,0.24359,0,0,0.056911,0,0,0,1,0.006354,0,0,0.014688,0,0.031905,0.014655,0.000065,0.002262,0.004477,0.12,0.000065,0.002173,1,0,0,0.008325,0.005025,0.004981,0.004115,0.021601,0.089552,0.050562,0.652438,0.014688,FALSE
0.168831,0.010204,0.166667,0.02381,0.166667,0.010453,0.010067,0.211382,0.010526,0.4,0.042857,1,0.010326,0,0,0.017136,0.285714,0.019004,0.027959,0.000141,0.002585,0.005102,0.065,0.000141,0.002469,0.234694,0.010381,0.010453,0.010406,0.045226,0.005479,0.004831,0.017789,0.134328,0.046067,0.532255,0.01836,TRUE
0.012987,0.010204,0.166667,0,0,0.010453,0.010067,0.260163,0.010526,0.4,0.028571,0.744898,0.015091,0.028986,0.67,0.014688,0.285714,0.012166,0.045637,0.000241,0.002585,0.005206,0.04,0.000241,0.002582,0.744898,0.010381,0.010453,0.016649,0.140704,0.005479,0.00501,0.015248,0.19403,0.014607,0,0.014688,FALSE
0.025974,0.071429,0,0.595238,0,0.073171,0.07047,0.650407,0.073684,0.4,0,0.030612,0.06672,0,0,0.002448,0.142857,0.073006,0.064383,0.002881,0.021971,0.035818,0.03,0.002881,0.021861,0.030612,0.072664,0.073171,0.065557,0.361809,0.039352,0.03328,0.060991,0.149254,0.032584,0.985629,0.033048,FALSE
0.038961,0.061224,0.291667,0.095238,0,0.062718,0.060403,0.300813,0.063158,0.4,0.157143,0.622449,0.069102,0.144928,0.56,0.056304,0.285714,0.031599,0.128837,0.004992,0.019063,0.030508,0.015,0.004992,0.018929,0.571429,0.062284,0.062718,0.0718,0.170854,0.033624,0.02827,0.052097,0.313433,0.059551,0.085161,0.0612,FALSE
0.012987,0.006803,0,0,0,0.006969,0.006711,0.260163,0.007018,0.4,0,0.316327,0.007149,0,0,0.011016,0.142857,0.006773,0.039128,0.000099,0.001292,0.002811,0.045,0.000099,0.001233,0.316327,0.00692,0.006969,0.007284,0.130653,0.002989,0.002684,0.007624,0.149254,0.011236,0,0.011016,FALSE
0.064935,0.054422,0.083333,0.142857,0.076923,0.050523,0.053691,0.211382,0.045614,0.446,0.085714,0.397959,0.054011,0.115942,0.5,0.069767,0.142857,0.062261,0.075054,0.003336,0.021648,0.032486,0.025,0.003336,0.021723,0.520408,0.055363,0.050523,0.05411,0.110553,0.037609,0.028807,0.086404,0.268657,0.083146,0.185118,0.077111,TRUE
0.103896,0.006803,0.041667,0.047619,0.038462,0.006969,0.006711,0.300813,0.007018,0.4,0.014286,0.663265,0.006354,0,0,0.007344,0,0.008395,0.039128,0.000122,0.001616,0.003436,0.045,0.000122,0.001527,0.316327,0.00692,0.006969,0.006243,0.070352,0.003487,0.0034,0.008895,0.149254,0.021348,0.483819,0.009792,FALSE
0,0,0.041667,0,0,0,0,0.130081,0,0,0,1,0.000794,0,0,0.007344,0,0.009639,0.01245,0.000014,0.000646,0.001354,0.145,0.000014,0.000558,1,0,0,0.001041,0.065327,0.001494,0.001252,0.007624,0.089552,0.006742,0,0.007344,FALSE
0.181818,0,0.208333,0,0.038462,0,0,0.00813,0,0,0,1,0.032566,0,0,0.052632,0.142857,0.110864,0.080141,0.006776,0.041357,0.059871,0.02,0.006776,0.041311,1,0,0,0.042664,0.005025,0.069738,0.052782,0.110546,0.19403,0.067416,0.069406,0.052632,FALSE
0.688312,0.034014,0.208333,0.285714,0.282051,0.033101,0.033557,0.097561,0.031579,0.422,0.1,0.72449,0.040508,0.043478,0.3,0.089351,0,0.086155,0.080141,0.005268,0.031987,0.046127,0.02,0.005268,0.032112,0.346939,0.034602,0.033101,0.042664,0.030151,0.050809,0.042763,0.109276,0.268657,0.179775,0.338301,0.104039,TRUE
0.051948,0,0.041667,0,0,0,0,0.105691,0,0,0,1,0.000794,0,0,0.008568,0.142857,0.009815,0.054032,0.000273,0.002585,0.005727,0.035,0.000273,0.002466,1,0,0,0.001041,0.035176,0.006725,0.00501,0.010165,0.119403,0.01236,0,0.008568,FALSE
0.155844,0.006803,0.041667,0.047619,0.102564,0.006969,0.006711,0.195122,0.007018,0.4,0.014286,0.663265,0.007943,0,0,0.01224,0.142857,0.010257,0.04393,0.000188,0.001939,0.004373,0.04,0.000188,0.002095,0.316327,0.00692,0.006969,0.008325,0.040201,0.004732,0.004115,0.012706,0.179104,0.035955,0.532255,0.014688,FALSE
0.064935,0,0.083333,0,0,0,0,0.195122,0,0,0,1,0.001589,0,0,0.004896,0,0.008981,0.005336,0.000002,0.000323,0.000729,0.335,0.000002,0.000223,1,0,0,0.002081,0.045226,0.000747,0.000716,0.003812,0.029851,0.010112,0,0.004896,FALSE
0.051948,0.011905,0,0.142857,0,0,0.020134,0.308943,0,0,0,0.122449,0.01112,0,0,0.014688,0.428571,0.011827,0.064027,0.000461,0.003554,0.006976,0.03,0.000461,0.003521,0.122449,0,0,0.008325,0.145729,0.004981,0.008409,0.012706,0.253731,0.024719,0.354801,0.022032,TRUE
0.025974,0,0.041667,0,0,0,0,0.398374,0,0,0,1,0.000794,0,0,0.002448,0,0.006799,0.01245,0.00001,0.000323,0.001041,0.145,0.00001,0.000394,1,0,0,0.001041,0.095477,0.000747,0.001252,0.003812,0.089552,0.004494,0,0.002448,FALSE
0.12987,0.003401,0.041667,0.047619,0.166667,0.003484,0.003356,0.073171,0.003509,0.4,0,0.489796,0.00556,0,0,0.023256,0,0.035266,0.052004,0.000908,0.008401,0.016243,0.035,0.000908,0.008531,0.489796,0.00346,0.003484,0.006243,0.015075,0.019427,0.013956,0.030496,0.119403,0.049438,0.469661,0.025704,TRUE
0,0,0,0,0,0,0,0.398374,0,0,0,1,0,0,0,0.002448,0,0,0,0,0,0,0,0,0,1,0,0,0,0.160804,0,0,0,0,0.002247,0,0.002448,FALSE
0,0,0.041667,0,0,0,0,0.195122,0,0,0,1,0.001589,0,0,0.004896,0,0.007574,0.007114,0.000004,0.000323,0.000833,0.25,0.000004,0.000251,1,0,0,0.002081,0.095477,0.000996,0.000716,0.003812,0.029851,0.004494,0,0.004896,FALSE
0.012987,0.020408,0.041667,0,0.012821,0.020906,0.020134,0.325203,0.021053,0.4,0.028571,0.418367,0.019063,0,0,0.020808,0.428571,0.008447,0.141394,0.001607,0.005493,0.011454,0.015,0.001607,0.005553,0.122449,0.020761,0.020906,0.01873,0.170854,0.0132,0.010199,0.012706,0.208955,0.021348,0.059187,0.020808,FALSE
0.025974,0,0,0.02381,0,0,0,0.097561,0,0,0,1,0,0,0,0.008568,0,0.010759,0.043005,0.000189,0.002262,0.004373,0.04,0.000189,0.002151,1,0,0,0,0.040201,0.004732,0.004115,0.013977,0.19403,0.011236,0.133064,0.009792,FALSE
0.064935,0.003401,0.208333,0,0.179487,0.003484,0.003356,0.138211,0.003509,0.4,0.014286,1,0.006354,0,0,0.013464,0,0.015884,0.019208,0.000056,0.001292,0.003124,0.095,0.000056,0.001419,0.489796,0.00346,0.003484,0.007284,0.025126,0.002989,0.003221,0.012706,0.119403,0.033708,0.596125,0.013464,FALSE
0.025974,0.003401,0,0,0,0.003484,0.003356,0.260163,0.003509,0.4,0,0.489796,0.003177,0,0,0.007344,0,0.005894,0.007114,0.000003,0.000323,0.000625,0.25,0.000003,0.000195,0.489796,0.00346,0.003484,0.003122,0.105528,0.000498,0.000716,0.002541,0.044776,0.008989,0,0.007344,FALSE
0.025974,0.027211,0.083333,0,0,0.020906,0.026846,0.373984,0.014035,0.6,0.042857,0.428571,0.024623,0.072464,0.63,0.023256,0.285714,0.017148,0.112902,0.00208,0.009047,0.015931,0.015,0.00208,0.009001,0.663265,0.027682,0.02439,0.023933,0.201005,0.018182,0.014314,0.029225,0.283582,0.023596,0,0.023256,FALSE
0,0,0,0,0.012821,0,0,0.398374,0,0,0,1,0,0,0,0.002448,0,0,0,0,0,0,0,0,0,1,0,0,0,0.120603,0,0,0,0,0.003371,0.354801,0.002448,FALSE
0.038961,0.02381,0.166667,0,0,0.022648,0.02349,0.349593,0.021053,0.434,0.057143,0.622449,0.023828,0.028986,0.29,0.022032,0.285714,0.016451,0.098175,0.001509,0.007431,0.013536,0.02,0.001509,0.00751,0.367347,0.024221,0.022648,0.023933,0.175879,0.015193,0.012346,0.026684,0.268657,0.023596,0,0.022032,FALSE
0.012987,0.02381,0,0,0,0.019164,0.02349,0.333333,0.014035,0.55,0,0.112245,0.019063,0.072464,0.71,0.023256,0.142857,0.005041,0.359478,0.006199,0.008401,0.01666,0.005,0.006199,0.008425,0.744898,0.024221,0.019164,0.01769,0.18593,0.019178,0.014851,0.010165,0.298507,0.022472,0,0.023256,FALSE
0.012987,0.013605,0.125,0,0,0.012195,0.013423,0.186992,0.010526,0.466,0.028571,0.591837,0.017474,0.057971,1,0.025704,0.285714,0.016125,0.087148,0.001166,0.006462,0.011766,0.02,0.001166,0.006535,1,0.013841,0.012195,0.01873,0.105528,0.012204,0.011451,0.025413,0.283582,0.024719,0,0.025704,FALSE
0.012987,0.006803,0,0,0,0.006969,0.006711,0.146341,0.007018,0.4,0,0.316327,0.007149,0.028986,1,0.019584,0.285714,0.010114,0.067229,0.000435,0.003231,0.00656,0.025,0.000435,0.003161,1,0.00692,0.006969,0.007284,0.080402,0.006725,0.006441,0.012706,0.19403,0.019101,0,0.019584,FALSE
0.012987,0.003401,0.041667,0,0,0.003484,0.003356,0.170732,0.003509,0.4,0.014286,1,0.003971,0,0,0.011016,0.285714,0.007698,0.038523,0.000109,0.001292,0.003228,0.045,0.000109,0.001379,0.489796,0.00346,0.003484,0.004162,0.085427,0.003238,0.003221,0.007624,0.134328,0.011236,0,0.011016,FALSE
0.181818,0.017007,0.5,0,0.641026,0.017422,0.016779,0.073171,0.017544,0.4,0.042857,0.663265,0.026211,0,0,0.070991,0.142857,0.118764,0.019208,0.000417,0.010662,0.016451,0.095,0.000417,0.010601,0.153061,0.017301,0.017422,0.029136,0.015075,0.016936,0.016103,0.080051,0.134328,0.158427,0.492868,0.070991,FALSE
0.012987,0.010204,0,0,0,0.010453,0.010067,0.227642,0.010526,0.4,0,0.234694,0.010326,0.028986,0.67,0.017136,0.142857,0.010329,0.047309,0.00022,0.002262,0.004686,0.04,0.00022,0.002272,0.744898,0.010381,0.010453,0.010406,0.120603,0.004732,0.004652,0.012706,0.19403,0.016854,0,0.017136,FALSE
0.025974,0.006803,0.083333,0,0,0.006969,0.006711,0.235772,0.007018,0.4,0.014286,0.663265,0.007943,0,0,0.01224,0.142857,0.007698,0.067584,0.000335,0.002262,0.004998,0.025,0.000335,0.00242,0.316327,0.00692,0.006969,0.008325,0.110553,0.004732,0.005189,0.010165,0.223881,0.013483,0,0.01224,FALSE
0.012987,0.003401,0,0,0,0.003484,0.003356,0.170732,0.003509,0.4,0,0.489796,0.003177,0,0,0.011016,0.285714,0.006858,0.046953,0.000144,0.001616,0.003436,0.04,0.000144,0.001497,0.489796,0.00346,0.003484,0.003122,0.085427,0.00274,0.003936,0.006353,0.164179,0.011236,0,0.011016,FALSE
0.064935,0.010204,0.041667,0.02381,0.038462,0.008711,0.010067,0.186992,0.007018,0.5,0.014286,0.489796,0.01112,0,0,0.019584,0.142857,0.014315,0.044819,0.000274,0.002908,0.005831,0.04,0.000274,0.002983,0.234694,0.010381,0.008711,0.011446,0.070352,0.006725,0.005189,0.01906,0.19403,0.02809,0.212902,0.020808,FALSE
0.064935,0.010204,0.041667,0.02381,0.038462,0.008711,0.010067,0.186992,0.007018,0.5,0,0.234694,0.009531,0,0,0.019584,0.285714,0.022651,0.049941,0.000538,0.00517,0.009267,0.035,0.000538,0.00526,0.234694,0.010381,0.008711,0.009365,0.070352,0.009714,0.008946,0.031766,0.253731,0.02809,0.212902,0.020808,FALSE
0.285714,0.006803,0.083333,0.119048,0.192308,0.006969,0.006711,0.097561,0.007018,0.4,0.028571,1,0.008737,0,0,0.022032,0,0.038913,0.026322,0.000257,0.004847,0.008434,0.07,0.000257,0.004763,0.316327,0.00692,0.006969,0.009365,0.020101,0.009215,0.007873,0.038119,0.164179,0.067416,0.560251,0.028152,FALSE
0.025974,0,0,0,0,0,0,0.130081,0,0,0,1,0,0,0,0.007344,0.285714,0.004344,0.016007,0.000011,0.000323,0.000937,0.11,0.000011,0.000323,1,0,0,0,0.01005,0.000747,0.001074,0.002541,0.074627,0.041573,0,0.007344,FALSE
0,0,0,0,0,0,0,0.195122,0,0,0,1,0,0,0,0.004896,0.142857,0.008141,0.035571,0.000098,0.001292,0.003228,0.05,0.000098,0.001347,1,0,0,0,0.095477,0.002491,0.003757,0.006353,0.134328,0.004494,0,0.004896,FALSE
0.012987,0,0.083333,0,0,0,0,0.065041,0,0,0,1,0.001589,0,0,0.013464,0,0.025308,0.0249,0.000149,0.002908,0.006247,0.07,0.000149,0.00293,1,0,0,0.002081,0.035176,0.007472,0.005368,0.01906,0.089552,0.013483,0,0.013464,FALSE
0.025974,0.017007,0.125,0.02381,0,0.013937,0.016779,0.195122,0.010526,0.534,0.042857,0.663265,0.014297,0.072464,1,0.028152,0.285714,0.020567,0.046882,0.00043,0.004523,0.008642,0.04,0.00043,0.004483,1,0.017301,0.013937,0.013528,0.105528,0.00797,0.009125,0.021601,0.19403,0.029213,0.04439,0.029376,FALSE
0,0.003401,0.041667,0,0,0.003484,0.003356,0.105691,0.003509,0.4,0.014286,1,0.003177,0,0,0.017136,0.142857,0.01352,0.043645,0.000245,0.002585,0.005935,0.04,0.000245,0.002744,0.489796,0.00346,0.003484,0.003122,0.060302,0.006725,0.005368,0.013977,0.134328,0.01573,0,0.017136,FALSE
