@relation ar1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute total_loc numeric
@attribute blank_loc numeric
@attribute comment_loc numeric
@attribute code_and_comment_loc numeric
@attribute executable_loc numeric
@attribute unique_operands numeric
@attribute unique_operators numeric
@attribute total_operands numeric
@attribute total_operators numeric
@attribute halstead_vocabulary numeric
@attribute halstead_length numeric
@attribute halstead_volume numeric
@attribute halstead_level numeric
@attribute halstead_difficulty numeric
@attribute halstead_effort numeric
@attribute halstead_error numeric
@attribute halstead_time numeric
@attribute branch_count numeric
@attribute decision_count numeric
@attribute call_pairs numeric
@attribute condition_count numeric
@attribute multiple_condition_count numeric
@attribute cyclomatic_complexity numeric
@attribute cyclomatic_density numeric
@attribute decision_density numeric
@attribute design_complexity numeric
@attribute design_density numeric
@attribute normalized_cyclomatic_complexity numeric
@attribute formal_parameters numeric
@attribute defects {false,true}

@data
0.258065,0,0.1,0,0.2625,0.282609,0.411765,0.196581,0.21547,0.338983,0.208054,0.167496,0.103093,0.206929,0.039193,0.175,0.039192,0.210526,0.210526,0.052632,0.210526,0.3,0.185185,0.276596,0.5,0.052632,0.028333,0.425532,0,false
0.344086,0,0.2,0,0.325,0.369565,0.647059,0.282051,0.309392,0.474576,0.298658,0.261194,0.051546,0.355707,0.098774,0.275,0.098776,0.263158,0.263158,0.210526,0.263158,0.2,0.259259,0.340426,0.5,0.210526,0.083333,0.446809,0.333333,false
0.086022,0,0.066667,0,0.075,0.152174,0.529412,0.111111,0.116022,0.271186,0.114094,0.088723,0.072165,0.278379,0.027424,0.1,0.027427,0.078947,0.078947,0,0.052632,0,0.111111,0.787234,0.75,0,0,0.787234,0,true
0.064516,0,0,0,0.075,0.108696,0.588235,0.111111,0.104972,0.254237,0.107383,0.082919,0.041237,0.411073,0.03674,0.075,0.036741,0.026316,0.026316,0,0,0,0.037037,0.255319,0,0,0,0.468085,0.333333,false
0.096774,0,0.033333,0,0.1,0.173913,0.588235,0.136752,0.121547,0.305085,0.127517,0.10199,0.061856,0.312713,0.03489,0.1,0.034894,0.052632,0.052632,0,0.026316,0,0.074074,0.361702,1,0,0,0.510638,0,true
0.365591,0.444444,0.166667,0,0.3125,0.304348,0.294118,0.34188,0.309392,0.322034,0.322148,0.252902,0.072165,0.278379,0.07652,0.25,0.076522,0.131579,0.131579,0.578947,0,0,0.185185,0.191489,0,0.578947,0.305,0.297872,0,false
0.021505,0,0.066667,0,0,0.086957,0.117647,0.034188,0.022099,0.101695,0.026846,0.018242,0.484536,0.030931,0.00119,0.025,0.001192,0,0,0,0,0,0,0.787234,0,0,0,0.468085,0,false
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.787234,0,0,0,1,0,false
0.258065,0,0.1,0,0.2625,0.282609,0.411765,0.196581,0.21547,0.338983,0.208054,0.167496,0.103093,0.206929,0.039193,0.175,0.039192,0.210526,0.210526,0.052632,0.210526,0.3,0.185185,0.276596,0.5,0.052632,0.028333,0.425532,0,false
0.752688,0,0.766667,0.5,0.5875,1,0.764706,0.923077,0.856354,1,0.88255,0.909619,0.030928,0.484689,0.454905,0.925,0.454903,0.421053,0.421053,0.526316,0.289474,0.2,0.444444,0.297872,0.725,0.526316,0.128333,0.319149,0.333333,false
0.043011,0,0,0,0.05,0.108696,0.235294,0.042735,0.044199,0.152542,0.043624,0.031509,0.309278,0.06279,0.003057,0.025,0.003057,0.052632,0.052632,0.052632,0.052632,0.1,0.037037,0.425532,0.5,0.052632,0.083333,0.638298,0,false
0.526882,0.222222,0.4,0,0.4375,0.608696,0.882353,0.487179,0.486188,0.728814,0.486577,0.46932,0.030928,0.484689,0.235461,0.475,0.235463,0.447368,0.447368,0.210526,0.447368,0.3,0.481481,0.531915,0.5,0.210526,0.048333,0.510638,0.333333,true
0.322581,0,0.333333,0,0.25,0.391304,0.411765,0.213675,0.237569,0.423729,0.228188,0.194859,0.134021,0.162388,0.03694,0.2,0.036942,0.210526,0.210526,0.157895,0.210526,0.2,0.222222,0.404255,0.5,0.157895,0.071667,0.404255,0,false
0.258065,0,0.1,0,0.2625,0.282609,0.411765,0.196581,0.21547,0.338983,0.208054,0.167496,0.103093,0.206929,0.039193,0.175,0.039192,0.210526,0.210526,0.052632,0.210526,0.3,0.185185,0.276596,0.5,0.052632,0.028333,0.425532,0,false
0.075269,0,0.1,0,0.05,0.086957,0.411765,0.059829,0.066298,0.186441,0.063758,0.046434,0.113402,0.189916,0.010528,0.05,0.010529,0.052632,0.052632,0,0.052632,0,0.074074,0.787234,0.5,0,0,0.638298,0,false
0.182796,0,0.233333,0,0.125,0.304348,0.411765,0.153846,0.154696,0.355932,0.154362,0.127695,0.154639,0.141045,0.021666,0.125,0.021669,0.131579,0.131579,0.105263,0.131579,0.2,0.111111,0.425532,0.5,0.105263,0.083333,0.382979,0,true
0.344086,0,0.2,0,0.325,0.369565,0.647059,0.282051,0.309392,0.474576,0.298658,0.261194,0.051546,0.355707,0.098774,0.275,0.098776,0.263158,0.263158,0.210526,0.263158,0.2,0.259259,0.340426,0.5,0.210526,0.083333,0.446809,0.333333,false
0.064516,0,0.1,0,0.0375,0.108696,0.235294,0.051282,0.044199,0.152542,0.04698,0.033167,0.268041,0.075781,0.003663,0.025,0.003664,0.052632,0.052632,0.052632,0.026316,0,0.074074,1,1,0.052632,0.055,0.744681,0.333333,false
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.787234,0,0,0,1,0,false
0.086022,0,0.233333,0,0.0125,0.130435,0.058824,0.051282,0.066298,0.118644,0.060403,0.038143,0.659794,0.015156,0.001751,0.05,0.001754,0,0,0.315789,0,0,0,0.425532,0,0.315789,1,0.148936,0,false
0.107527,0,0.1,0,0.0875,0.217391,0.764706,0.179487,0.160221,0.389831,0.167785,0.141791,0.041237,0.411073,0.06189,0.15,0.061892,0.105263,0.105263,0,0.078947,0.1,0.111111,0.659574,0.665,0,0,0.638298,0.666667,false
0.354839,0,0.966667,0,0.05,0.652174,0.294118,0.290598,0.20442,0.59322,0.238255,0.222222,0.226804,0.092793,0.026879,0.225,0.026878,0,0,0.263158,0,0,0,0.085106,0,0.263158,0.833333,0,0,false
0.075269,0,0.133333,0,0.0375,0.065217,0.058824,0.025641,0.033149,0.067797,0.030201,0.017413,0.659794,0.015156,0.000826,0.025,0.000826,0,0,0.157895,0,0,0,0.148936,0,0.157895,0.5,0.170213,0,false
0.204301,0,0.233333,0,0.15,0.217391,0.411765,0.205128,0.198895,0.288136,0.201342,0.155058,0.072165,0.278379,0.047261,0.15,0.047261,0.131579,0.131579,0,0.131579,0.2,0.111111,0.340426,0.5,0,0,0.340426,0,true
0.11828,0,0,0,0.1375,0.23913,0.411765,0.205128,0.149171,0.305085,0.171141,0.135158,0.082474,0.250232,0.037545,0.15,0.037545,0.026316,0.026316,0,0,0,0.037037,0.042553,0,0,0,0.255319,0,false
0.064516,0,0,0,0.075,0.130435,0.294118,0.059829,0.060773,0.186441,0.060403,0.044776,0.226804,0.092793,0.005653,0.05,0.005655,0.052632,0.052632,0,0.052632,0.1,0.037037,0.255319,0.5,0,0,0.468085,0.333333,false
0.344086,0,0.166667,0,0.3375,0.369565,0.529412,0.290598,0.303867,0.440678,0.298658,0.256219,0.061856,0.312713,0.086135,0.25,0.086136,0.289474,0.289474,0,0.289474,0.1,0.333333,0.446809,0.5,0,0,0.553191,0,false
0.333333,0,0.466667,0,0.2125,0.347826,0.882353,0.376068,0.325967,0.525424,0.345638,0.309287,0.010309,0.742345,0.233602,0.325,0.233602,0.157895,0.157895,0.105263,0.131579,0.1,0.185185,0.404255,0.6,0.105263,0.055,0.319149,0,false
0.043011,0,0,0,0.05,0.173913,0.411765,0.179487,0.160221,0.254237,0.167785,0.126036,0.061856,0.312713,0.04288,0.125,0.042883,0,0,0,0,0,0,0.085106,0,0,0,0.297872,0.333333,false
0.258065,0,0.1,0,0.2625,0.282609,0.411765,0.196581,0.21547,0.338983,0.208054,0.167496,0.103093,0.206929,0.039193,0.175,0.039192,0.210526,0.210526,0.052632,0.210526,0.3,0.185185,0.276596,0.5,0.052632,0.028333,0.425532,0,false
0.043011,0,0,0,0.05,0.108696,0.235294,0.042735,0.044199,0.152542,0.043624,0.031509,0.309278,0.06279,0.003057,0.025,0.003057,0.052632,0.052632,0.052632,0.052632,0.1,0.037037,0.425532,0.5,0.052632,0.083333,0.638298,0,false
0.053763,0,0,0,0.0625,0.152174,0.117647,0.059829,0.044199,0.152542,0.050336,0.035655,0.484536,0.030931,0.002232,0.05,0.002232,0,0,0.052632,0,0,0,0.021277,0,0.052632,0.166667,0.234043,0,false
0.408602,0,0.2,0,0.4,0.391304,0.529412,0.350427,0.370166,0.457627,0.362416,0.311774,0.051546,0.355707,0.117681,0.325,0.117683,0.315789,0.315789,0,0.315789,0.1,0.37037,0.404255,0.5,0,0,0.531915,0,false
0.053763,0,0.033333,0,0.05,0.065217,0.176471,0.025641,0.044199,0.101695,0.036913,0.023217,0.381443,0.046397,0.001884,0.025,0.001883,0.026316,0.026316,0.105263,0,0,0.037037,0.425532,0,0.105263,0.166667,0.553191,0,false
0.075269,0,0.033333,0,0.075,0.152174,0.352941,0.076923,0.082873,0.220339,0.080537,0.060531,0.175258,0.123724,0.009447,0.075,0.009449,0.052632,0.052632,0,0.052632,0,0.074074,0.531915,0.5,0,0,0.638298,0,false
0.010753,0,0,0,0.0125,0.086957,0.235294,0.034188,0.027624,0.135593,0.030201,0.022388,0.309278,0.06279,0.00223,0.025,0.002232,0,0,0,0,0,0,0.425532,0,0,0,0.638298,1,false
0.043011,0,0,0,0.05,0.130435,0.117647,0.051282,0.033149,0.135593,0.040268,0.028192,0.484536,0.030931,0.001785,0.025,0.001785,0,0,0,0,0,0,0.085106,0,0,0,0.297872,0,false
0.043011,0,0,0,0.05,0.173913,0.294118,0.17094,0.110497,0.220339,0.134228,0.097015,0.092784,0.226724,0.024903,0.1,0.024905,0,0,0.210526,0,0,0,0.085106,0,0.210526,0.666667,0.297872,0,true
0.043011,0,0,0,0.05,0.108696,0.235294,0.042735,0.044199,0.152542,0.043624,0.031509,0.309278,0.06279,0.003057,0.025,0.003057,0.052632,0.052632,0.052632,0.052632,0.1,0.037037,0.425532,0.5,0.052632,0.083333,0.638298,0,false
0.107527,0,0.133333,0,0.075,0.173913,0.352941,0.102564,0.104972,0.237288,0.104027,0.078773,0.14433,0.150943,0.014341,0.075,0.01434,0.026316,0.026316,0.105263,0,0,0.037037,0.255319,0,0.105263,0.166667,0.297872,0,false
0.064516,0,0.1,0,0.0375,0.086957,0.117647,0.034188,0.033149,0.101695,0.033557,0.021559,0.484536,0.030931,0.001389,0.025,0.001388,0,0,0.157895,0,0,0,0.148936,0,0.157895,0.5,0.212766,0,false
0.064516,0,0,0,0.075,0.108696,0.058824,0.051282,0.055249,0.101695,0.053691,0.032338,0.556701,0.023198,0.001771,0.025,0.001772,0,0,0.263158,0,0,0,0,0,0.263158,0.833333,0.212766,0,false
0.075269,0,0.066667,0,0.0625,0.130435,0.352941,0.068376,0.066298,0.20339,0.067114,0.049751,0.164948,0.131766,0.008253,0.05,0.008253,0.026316,0.026316,0,0.026316,0,0.037037,0.340426,0.5,0,0,0.404255,0.333333,false
0.010753,0,0,0,0.0125,0.021739,0.117647,0.008547,0.01105,0.050847,0.010067,0.006633,0.484536,0.030931,0.000496,0,0.000495,0,0,0,0,0,0,0.425532,0,0,0,0.638298,0,false
0.301075,0,0.366667,0,0.2125,0.326087,0.941176,0.418803,0.370166,0.525424,0.389262,0.34743,0.010309,0.742345,0.262117,0.35,0.262118,0.263158,0.263158,0.052632,0.236842,0.2,0.296296,0.723404,0.555,0.052632,0.018333,0.574468,0,true
0.053763,0,0.133333,0,0.0125,0.152174,0.235294,0.076923,0.049724,0.186441,0.060403,0.044776,0.247423,0.083514,0.005227,0.05,0.005226,0,0,0,0,0,0,0.425532,0,0,0,0.234043,0,false
0.623656,0,0.266667,0,0.625,0.543478,0.823529,0.598291,0.61326,0.661017,0.607383,0.569652,0.020619,0.587689,0.342579,0.575,0.342581,0.5,0.5,0.473684,0.5,0.4,0.518519,0.340426,0.5,0.473684,0.1,0.468085,0.333333,true
0.010753,0,0,0,0.0125,0.021739,0.117647,0.008547,0.01105,0.050847,0.010067,0.006633,0.484536,0.030931,0.000496,0,0.000495,0,0,0,0,0,0,0.425532,0,0,0,0.638298,0,false
0.086022,0,0.1,0,0.0625,0.173913,0.294118,0.128205,0.082873,0.220339,0.100671,0.074627,0.134021,0.162388,0.014468,0.075,0.01447,0,0,0.105263,0,0,0,0.021277,0,0.105263,0.333333,0.148936,0.333333,false
0.397849,0,0.466667,0.5,0.2875,0.717391,0.764706,0.521368,0.469613,0.779661,0.489933,0.4801,0.041237,0.411073,0.206415,0.475,0.206416,0.184211,0.184211,0.368421,0.105263,0.1,0.185185,0.234043,0.875,0.368421,0.195,0.255319,0.333333,false
0.268817,0,0.333333,0,0.1875,0.304348,0.411765,0.299145,0.248619,0.355932,0.268456,0.217247,0.061856,0.312713,0.073186,0.225,0.073188,0.105263,0.105263,0.263158,0.105263,0.1,0.111111,0.234043,0.5,0.263158,0.208333,0.255319,0,false
0.311828,0,0.366667,0,0.225,0.347826,0.352941,0.384615,0.348066,0.372881,0.362416,0.295191,0.061856,0.312713,0.099084,0.3,0.099084,0.105263,0.105263,0.631579,0,0,0.148148,0.255319,0,0.631579,0.4,0.276596,0,false
0.010753,0,0,0,0.0125,0.043478,0.176471,0.025641,0.016575,0.084746,0.020134,0.013267,0.278351,0.072069,0.001554,0.025,0.001553,0,0,0,0,0,0,0.425532,0,0,0,0.638298,0.333333,false
0.010753,0,0,0,0.0125,0.065217,0.176471,0.034188,0.016575,0.101695,0.02349,0.016584,0.298969,0.065883,0.001761,0.025,0.001763,0,0,0,0,0,0,0.425532,0,0,0,0.638298,0.333333,false
0.182796,0.111111,0.133333,0,0.15,0.195652,0.352941,0.119658,0.132597,0.254237,0.127517,0.097015,0.14433,0.150943,0.01755,0.1,0.017549,0.052632,0.052632,0.263158,0.026316,0,0.074074,0.170213,1,0.263158,0.278333,0.276596,0,false
0.569892,0,0.433333,0,0.5,0.913043,0.647059,0.666667,0.58011,0.898305,0.614094,0.620232,0.051546,0.355707,0.232982,0.625,0.232982,0.263158,0.263158,0.157895,0.210526,0.2,0.222222,0.085106,0.625,0.157895,0.071667,0.212766,0.333333,false
0.053763,0,0.033333,0,0.05,0.152174,0.294118,0.076923,0.071823,0.20339,0.073826,0.054726,0.206186,0.103619,0.007447,0.05,0.007449,0.026316,0.026316,0,0.026316,0,0.037037,0.425532,0.5,0,0,0.553191,0,false
0.387097,0,0.166667,0,0.3875,0.456522,0.529412,0.324786,0.325967,0.508475,0.325503,0.289386,0.072165,0.278379,0.08743,0.3,0.087431,0.394737,0.394737,0,0.394737,0.1,0.481481,0.617021,0.5,0,0,0.723404,0,false
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.787234,0,0,0,1,0,false
0.010753,0,0,0,0.0125,0.065217,0.176471,0.034188,0.016575,0.101695,0.02349,0.016584,0.298969,0.065883,0.001761,0.025,0.001763,0,0,0,0,0,0,0.425532,0,0,0,0.638298,0.333333,false
0.204301,0,0.466667,0.5,0.0625,0.304348,0.588235,0.17094,0.18232,0.40678,0.177852,0.151741,0.092784,0.226724,0.038541,0.15,0.03854,0.105263,0.105263,0.052632,0.105263,0.1,0.111111,0.93617,0.5,0.052632,0.041667,0.340426,0,false
0.344086,0,0.2,0,0.325,0.369565,0.647059,0.282051,0.309392,0.474576,0.298658,0.261194,0.051546,0.355707,0.098774,0.275,0.098776,0.263158,0.263158,0.210526,0.263158,0.2,0.259259,0.340426,0.5,0.210526,0.083333,0.446809,0.333333,false
0.086022,0,0.166667,0.5,0.0375,0.108696,0.176471,0.051282,0.071823,0.135593,0.063758,0.042289,0.319588,0.060006,0.003912,0.05,0.003914,0.078947,0.078947,0.157895,0.078947,0.1,0.074074,1,0.5,0.157895,0.166667,0.574468,0,false
0.55914,0,0.633333,0,0.4125,0.847826,0.647059,0.666667,0.60221,0.847458,0.627517,0.625207,0.051546,0.355707,0.234841,0.625,0.234843,0.315789,0.315789,0.210526,0.236842,0.1,0.37037,0.382979,0.665,0.210526,0.06,0.361702,0,false
0.623656,1,1,0,0.2375,0.695652,0.411765,0.333333,0.370166,0.661017,0.355705,0.337479,0.154639,0.141045,0.056518,0.35,0.056518,0.131579,0.131579,1,0.105263,0.1,0.148148,0.234043,0.625,1,0.633333,0.106383,0,false
0.204301,0,0.066667,0,0.2125,0.326087,0.352941,0.299145,0.243094,0.355932,0.265101,0.21476,0.082474,0.250232,0.059185,0.225,0.059187,0.105263,0.105263,0.210526,0.105263,0,0.148148,0.276596,0.5,0.210526,0.133333,0.446809,0,false
0.258065,0,0.1,0,0.2625,0.282609,0.411765,0.196581,0.21547,0.338983,0.208054,0.167496,0.103093,0.206929,0.039193,0.175,0.039192,0.210526,0.210526,0.052632,0.210526,0.3,0.185185,0.276596,0.5,0.052632,0.028333,0.425532,0,false
1,0,0.433333,0,1,0.76087,1,1,1,0.881356,1,1,0,1,1,1,1,1,1,0.684211,1,1,1,0.446809,0.5,0.684211,0.076667,0.553191,0.333333,false
0.204301,0.222222,0.3,0,0.1,0.173913,0.294118,0.119658,0.132597,0.220339,0.127517,0.092869,0.14433,0.150943,0.01682,0.1,0.016822,0.052632,0.052632,0.157895,0.052632,0,0.074074,0.361702,0.5,0.157895,0.166667,0.234043,0,false
0.268817,0,0.1,0,0.275,0.326087,0.411765,0.213675,0.226519,0.372881,0.221477,0.18325,0.113402,0.189916,0.039751,0.2,0.039754,0.210526,0.210526,0.052632,0.210526,0.3,0.185185,0.255319,0.5,0.052632,0.028333,0.404255,0,false
0.602151,0,0.266667,0,0.6,0.543478,0.764706,0.555556,0.58011,0.644068,0.57047,0.532338,0.020619,0.587689,0.320263,0.55,0.320265,0.473684,0.473684,0.473684,0.473684,0.4,0.481481,0.319149,0.5,0.473684,0.106667,0.446809,0.333333,false
0.258065,0,0.1,0,0.2625,0.282609,0.411765,0.196581,0.21547,0.338983,0.208054,0.167496,0.103093,0.206929,0.039193,0.175,0.039192,0.210526,0.210526,0.052632,0.210526,0.3,0.185185,0.276596,0.5,0.052632,0.028333,0.425532,0,false
