@relation ar3-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute total_loc numeric
@attribute blank_loc numeric
@attribute comment_loc numeric
@attribute code_and_comment_loc numeric
@attribute executable_loc numeric
@attribute unique_operands numeric
@attribute unique_operators numeric
@attribute total_operands numeric
@attribute total_operators numeric
@attribute halstead_vocabulary numeric
@attribute halstead_length numeric
@attribute halstead_volume numeric
@attribute halstead_level numeric
@attribute halstead_difficulty numeric
@attribute halstead_effort numeric
@attribute halstead_error numeric
@attribute halstead_time numeric
@attribute branch_count numeric
@attribute decision_count numeric
@attribute call_pairs numeric
@attribute condition_count numeric
@attribute multiple_condition_count numeric
@attribute cyclomatic_complexity numeric
@attribute cyclomatic_density numeric
@attribute decision_density numeric
@attribute design_complexity numeric
@attribute design_density numeric
@attribute normalized_cyclomatic_complexity numeric
@attribute formal_parameters numeric
@attribute defects {false,true}

@data
0.167916,0.275862,0.148718,0.064516,0.130435,0.442029,0.357143,0.312281,0.273177,0.434783,0.288824,0.248207,0.059001,0.280195,0.084011,0.248207,0.084011,0.409836,0.409836,0.009174,0.409836,0.69697,0.321429,0.394237,0.5,0.009174,0.001488,0.337427,0,false
0.034483,0.051724,0,0,0.043478,0.086957,0.285714,0.063158,0.044499,0.118012,0.051524,0.035297,0.084075,0.210043,0.01,0.035297,0.01,0.016393,0.016393,0.018349,0.008197,0,0.02381,0.103255,1,0.018349,0.027778,0.151508,0,false
0.002999,0.008621,0,0,0.002558,0.021739,0.071429,0.005263,0.001236,0.024845,0.002177,0.001828,0.513114,0.022634,0.000196,0.001828,0.000196,0,0,0,0,0,0,0.182214,0,0,0,0.274322,0,false
0.017991,0.025862,0,0,0.023018,0.065217,0.285714,0.022807,0.025958,0.099379,0.023948,0.016875,0.176875,0.101994,0.002796,0.016875,0.002796,0.032787,0.032787,0.009174,0.032787,0,0.047619,0.313817,0.5,0.009174,0.008333,0.467831,0,false
0.217391,0.353448,0.025641,0,0.253197,0.275362,0.464286,0.249123,0.247219,0.310559,0.24746,0.198566,0.029894,0.441974,0.103274,0.198564,0.103274,0.196721,0.196721,0,0.196721,0.212121,0.202381,0.124155,0.5,0,0,0.160565,0,false
0.422789,0.672414,0.205128,0.096774,0.419437,0.231884,0.428571,0.508772,0.428925,0.267081,0.461538,0.355224,0,1,0.402243,0.355226,0.402243,0.163934,0.163934,1,0.163934,0.090909,0.166667,0.055737,0.5,1,0.302779,0.060439,0,false
0.170915,0.344828,0.087179,0.129032,0.14578,0.347826,0.392857,0.135088,0.145859,0.360248,0.140784,0.118408,0.11427,0.159086,0.024524,0.118407,0.024524,0.106557,0.106557,0.146789,0.098361,0.030303,0.130952,0.142735,0.54165,0.146789,0.055554,0.132902,0,false
0.10045,0.181034,0.076923,0,0.079284,0.188406,0.142857,0.136842,0.098888,0.180124,0.113933,0.082689,0.133763,0.136483,0.015198,0.08269,0.015198,0.008197,0.008197,0.155963,0,0,0.011905,0.031263,0,0.155963,0.354167,0.025518,0,false
0.266867,0.465517,0.123077,0.064516,0.255754,0.804348,0.75,0.470175,0.411619,0.813665,0.435414,0.421882,0.028956,0.450096,0.220985,0.421896,0.220985,0.352459,0.352459,0.036697,0.352459,0.30303,0.392857,0.245461,0.5,0.036697,0.004902,0.256688,0,true
0.041979,0.086207,0.025641,0,0.033248,0.108696,0.071429,0.103509,0.071693,0.099379,0.08418,0.054001,0.157563,0.115432,0.0088,0.054002,0.0088,0,0,0.220183,0,0,0,0.034165,0,0.220183,1,0.030869,0,false
0.191904,0.25,0.061538,0.129032,0.222506,0.449275,0.821429,0.278947,0.291718,0.521739,0.285922,0.255238,0.02258,0.51374,0.152519,0.25524,0.152519,0.303279,0.303279,0.082569,0.286885,0.181818,0.357143,0.256784,0.52855,0.082569,0.012097,0.3275,0,false
0.08096,0,0.184615,0,0.046036,0.188406,0.035714,0.052632,0.035847,0.161491,0.04209,0.0315,0.633917,0.013898,0.001401,0.0315,0.001401,0,0,0,0,0,0,0.022415,0,0,0,0.009514,0,false
0.110945,0.258621,0.066667,0.129032,0.079284,0.333333,0.464286,0.14386,0.123609,0.360248,0.13135,0.110674,0.085437,0.207144,0.028993,0.110674,0.028993,0.098361,0.098361,0.027523,0.098361,0.121212,0.095238,0.193829,0.5,0.027523,0.013889,0.153685,0,false
0.227886,0.310345,0.082051,0.129032,0.255754,0.471014,0.928571,0.354386,0.385661,0.559006,0.372279,0.335677,0.010329,0.700487,0.26918,0.335676,0.26918,0.286885,0.286885,0,0.262295,0.090909,0.369048,0.230127,0.5469,0,0,0.283683,0,false
0.106447,0.181034,0.051282,0.129032,0.102302,0.188406,0.25,0.092982,0.102596,0.198758,0.097968,0.073126,0.134039,0.136206,0.013487,0.073126,0.013487,0.114754,0.114754,0.018349,0.114754,0.090909,0.130952,0.205168,0.5,0.018349,0.006945,0.219403,0,false
0.109445,0.094828,0.05641,0.064516,0.130435,0.326087,0.392857,0.194737,0.195303,0.341615,0.194485,0.160174,0.067765,0.251365,0.049484,0.160173,0.049484,0.237705,0.237705,0.155963,0.237705,0.424242,0.178571,0.218773,0.5,0.155963,0.044271,0.289605,0,false
0.187406,0.362069,0.107692,0.096774,0.158568,0.456522,0.357143,0.136842,0.155748,0.447205,0.147315,0.129518,0.165927,0.109279,0.019489,0.129519,0.019489,0.106557,0.106557,0.220183,0.098361,0.030303,0.130952,0.130591,0.54165,0.220183,0.083333,0.120116,0,false
0.011994,0.017241,0,0,0.015345,0.043478,0.035714,0.017544,0.011125,0.037267,0.013062,0.007734,0.487484,0.025017,0.000534,0.007734,0.000534,0,0,0.018349,0,0,0,0.072547,0,0.018349,0.083333,0.115992,0,false
0.023988,0.043103,0,0,0.028133,0.072464,0.357143,0.036842,0.030902,0.118012,0.032656,0.023203,0.102351,0.176313,0.005889,0.023204,0.005889,0.016393,0.016393,0,0.008197,0,0.02381,0.154018,1,0,0,0.213206,0,false
0.01949,0.043103,0,0,0.02046,0.057971,0.071429,0.029825,0.018541,0.055901,0.022496,0.013781,0.310439,0.051424,0.00138,0.013781,0.00138,0,0,0.009174,0,0,0,0.056597,0,0.009174,0.041667,0.074761,0.5,false
0.058471,0.068966,0.015385,0.032258,0.071611,0.101449,0.285714,0.064912,0.065513,0.130435,0.064586,0.044579,0.09479,0.18902,0.011266,0.044577,0.011266,0.065574,0.065574,0,0.065574,0.121212,0.047619,0.112169,0.5,0,0,0.156835,0,false
0.131934,0.181034,0.092308,0,0.12532,0.507246,0.071429,0.170175,0.118665,0.440994,0.139332,0.122486,0.421171,0.032454,0.007835,0.122486,0.007835,0,0,0,0,0,0,0,0,0,0,0,0,false
0.022489,0.034483,0,0,0.028133,0.115942,0.107143,0.047368,0.032138,0.111801,0.037736,0.026157,0.295294,0.055038,0.002533,0.026157,0.002533,0,0,0.055046,0,0,0,0.041215,0,0.055046,0.25,0.064683,0,true
0.041979,0.025862,0.005128,0,0.061381,0.181159,0.071429,0.1,0.069221,0.161491,0.081277,0.05836,0.262653,0.064125,0.005969,0.05836,0.005969,0,0,0.100917,0,0,0,0.01406,0,0.100917,0.458333,0.030869,0,false
0.029985,0.043103,0.005128,0,0.035806,0.07971,0.25,0.066667,0.061805,0.10559,0.063135,0.041626,0.082251,0.214037,0.011825,0.041624,0.011825,0.065574,0.065574,0.036697,0.065574,0.121212,0.047619,0.217052,0.5,0.036697,0.033333,0.299561,0.5,false
0.02099,0.060345,0.010256,0.032258,0.012788,0.065217,0.142857,0.021053,0.014833,0.074534,0.016691,0.011391,0.310915,0.051317,0.001179,0.011391,0.001179,0.008197,0.008197,0.009174,0,0,0.011905,0.182214,0,0.009174,0.020833,0.154803,0.5,false
0.010495,0.034483,0,0,0.007673,0.036232,0.107143,0.033333,0.018541,0.043478,0.023948,0.013781,0.167173,0.108409,0.002492,0.013781,0.002492,0,0,0.027523,0,0,0,0.116417,0,0.027523,0.125,0.129187,1,false
0.029985,0.043103,0,0,0.038363,0.130435,0.107143,0.108772,0.075402,0.124224,0.088534,0.059626,0.143264,0.127362,0.010493,0.059626,0.010493,0.016393,0.016393,0.220183,0.016393,0.030303,0.011905,0.072547,0.5,0.220183,0.5,0.110257,0,false
0.008996,0.017241,0,0,0.01023,0.021739,0.035714,0.010526,0.00618,0.018634,0.007257,0.003938,0.46419,0.027401,0.000348,0.003938,0.000348,0,0,0.009174,0,0,0,0.097617,0,0.009174,0.041667,0.145311,0,false
0.038981,0.068966,0.005128,0.032258,0.043478,0.07971,0.25,0.057895,0.044499,0.10559,0.049347,0.032907,0.096365,0.186241,0.008425,0.032907,0.008425,0.008197,0.008197,0.009174,0,0,0.011905,0.063775,0,0.009174,0.020833,0.084145,1,false
0,0,0,0,0,0,0.107143,0.001754,0,0.012422,0,0.000422,0.31665,0.050035,0.000258,0.000422,0.000258,0,0,0,0,0,0,0.248012,0,0,0,0.467831,0,false
0.010495,0,0,0,0.017903,0.050725,0.142857,0.04386,0.037083,0.062112,0.039187,0.023485,0.136053,0.134185,0.004682,0.023485,0.004682,0.098361,0.098361,0.009174,0.098361,0.181818,0.071429,0.537533,0.5,0.009174,0.005952,1,0,false
0.088456,0.163793,0.061538,0,0.071611,0.297101,0.357143,0.219298,0.189122,0.310559,0.201016,0.162003,0.056862,0.288164,0.056712,0.162004,0.056712,0.278689,0.278689,0.009174,0.278689,0.454545,0.22619,0.494232,0.5,0.009174,0.002083,0.452229,0,false
0.136432,0.181034,0.087179,0.096774,0.13555,0.224638,0.535714,0.17193,0.169345,0.279503,0.169811,0.134299,0.033034,0.416718,0.066668,0.134299,0.066668,0.131148,0.131148,0.266055,0.131148,0.121212,0.130952,0.154018,0.5,0.266055,0.100696,0.169331,0,false
0.397301,0.62069,0.112821,0,0.43734,0.876812,0.714286,0.582456,0.588381,0.869565,0.585631,0.572775,0.024574,0.492075,0.325763,0.572761,0.325763,0.778689,0.778689,0,0.770492,0.969697,0.75,0.275245,0.5053,0,0,0.330649,0,false
1,0.698276,1,1,1,1,0.857143,1,1,1,1,1,0.003109,0.886708,1,1,1,1,1,0.119266,1,1,1,0.155163,0.5,0.119266,0.006372,0.168185,0,true
0.118441,0.267241,0.035897,0.129032,0.104859,0.152174,0.285714,0.091228,0.102596,0.173913,0.097242,0.070454,0.097592,0.184128,0.016918,0.070456,0.016918,0.098361,0.098361,0.018349,0.090164,0.090909,0.107143,0.164267,0.54545,0.018349,0.008333,0.161044,0,false
0.034483,0.086207,0,0,0.033248,0.123188,0.357143,0.070175,0.058096,0.161491,0.062409,0.045423,0.085369,0.207287,0.012451,0.045421,0.012451,0.032787,0.032787,0,0.02459,0,0.047619,0.231564,0.66665,0,0,0.263161,0.5,false
0.662669,0.939655,0.328205,0.354839,0.68798,0.688406,0.571429,0.82807,0.846724,0.68323,0.838897,0.780762,0.008573,0.738392,0.654458,0.780748,0.654458,0.852459,0.852459,0.165138,0.852459,0.787879,0.928571,0.214146,0.5,0.165138,0.009494,0.24171,0,true
0.082459,0.155172,0.025641,0,0.081841,0.144928,0.392857,0.078947,0.081582,0.186335,0.079826,0.059345,0.080412,0.218207,0.016741,0.059343,0.016741,0.065574,0.065574,0.027523,0.065574,0.060606,0.071429,0.142735,0.5,0.027523,0.017857,0.159215,0,false
0.041979,0.086207,0,0,0.046036,0.101449,0.178571,0.054386,0.046972,0.111801,0.049347,0.033469,0.167173,0.108409,0.005362,0.033469,0.005362,0.032787,0.032787,0.018349,0.032787,0.030303,0.035714,0.135218,0.5,0.018349,0.020833,0.171319,0,false
0.166417,0.275862,0.061538,0.096774,0.171355,0.304348,0.714286,0.226316,0.212608,0.378882,0.217707,0.182815,0.020879,0.533704,0.113968,0.182815,0.113968,0.229508,0.229508,0.009174,0.221311,0.212121,0.25,0.232978,0.5185,0.009174,0.001894,0.264134,0,false
0.086957,0.181034,0.035897,0.032258,0.076726,0.144928,0.25,0.119298,0.092707,0.161491,0.103048,0.073267,0.076079,0.228631,0.021321,0.073265,0.021321,0.02459,0.02459,0.091743,0.02459,0,0.035714,0.080522,0.5,0.091743,0.104167,0.079222,0,false
0.163418,0.25,0.051282,0.129032,0.179028,0.26087,0.5,0.187719,0.200247,0.304348,0.194485,0.156237,0.039585,0.371925,0.06941,0.156237,0.06941,0.262295,0.262295,0,0.262295,0.181818,0.297619,0.266038,0.5,0,0,0.320969,0,false
0.29985,0.543103,0.189744,0.193548,0.255754,0.405797,0.714286,0.524561,0.420272,0.465839,0.46299,0.401069,0.00137,0.94677,0.430019,0.401067,0.430019,0.237705,0.237705,0.706422,0.229508,0.242424,0.25,0.153465,0.51785,0.706422,0.145833,0.141334,0,false
0.494753,0.810345,0.271795,0.290323,0.468031,0.376812,0.535714,0.608772,0.569839,0.409938,0.585631,0.492758,0.002162,0.918495,0.512016,0.492772,0.512016,0.467213,0.467213,0.211009,0.459016,0.454545,0.464286,0.154618,0.50895,0.211009,0.023958,0.158388,0,true
0.037481,0.043103,0.005128,0,0.048593,0.101449,0.321429,0.077193,0.055624,0.136646,0.063861,0.044579,0.069116,0.247394,0.014369,0.044577,0.014369,0.032787,0.032787,0.018349,0.02459,0.030303,0.035714,0.12838,0.66665,0.018349,0.020833,0.191392,0.5,false
0.011994,0.034483,0,0,0.01023,0.050725,0.178571,0.031579,0.025958,0.068323,0.027576,0.017438,0.158824,0.114473,0.003167,0.017438,0.003167,0.032787,0.032787,0.009174,0.032787,0,0.047619,0.548816,0.5,0.009174,0.008333,0.643765,0,false
0.017991,0.034483,0,0,0.02046,0.050725,0.071429,0.024561,0.017305,0.049689,0.019594,0.011813,0.331041,0.047003,0.001139,0.011813,0.001139,0,0,0.06422,0,0,0,0.056597,0,0.06422,0.291667,0.080809,0.5,false
0.131934,0.224138,0.071795,0,0.122762,0.463768,0.392857,0.240351,0.196539,0.459627,0.214078,0.187315,0.080165,0.218779,0.050865,0.187317,0.050865,0.131148,0.131148,0.183486,0.131148,0,0.190476,0.248012,0.5,0.183486,0.049021,0.255179,0,false
0.109445,0.163793,0.010256,0.032258,0.132992,0.384058,0.571429,0.198246,0.181706,0.42236,0.187954,0.162143,0.053161,0.302989,0.059453,0.162143,0.059453,0.188525,0.188525,0.229358,0.188525,0.30303,0.154762,0.185807,0.5,0.229358,0.074404,0.251405,0,false
0.455772,1,0.225641,0.16129,0.368286,0.971014,0.714286,0.421053,0.442522,0.950311,0.433237,0.432429,0.050291,0.315498,0.162273,0.432443,0.162273,0.385246,0.385246,0.394495,0.319672,0.30303,0.428571,0.183557,0.60255,0.394495,0.048425,0.158968,0,true
0.004498,0.017241,0,0,0.002558,0.028986,0.107143,0.007018,0.002472,0.037267,0.003628,0.002953,0.43055,0.031272,0.000321,0.002953,0.000321,0,0,0.009174,0,0,0,0.182214,0,0.009174,0.041667,0.225948,0,false
