@relation kc1-class-level-top5percentDF-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute PERCENT_PUB_DATA numeric
@attribute ACCESS_TO_PUB_DATA numeric
@attribute COUPLING_BETWEEN_OBJECTS numeric
@attribute DEPTH numeric
@attribute LACK_OF_COHESION_OF_METHODS numeric
@attribute NUM_OF_CHILDREN numeric
@attribute DEP_ON_CHILD numeric
@attribute FAN_IN numeric
@attribute RESPONSE_FOR_CLASS numeric
@attribute WEIGHTED_METHODS_PER_CLASS numeric
@attribute minLOC_BLANK numeric
@attribute minBRANCH_COUNT numeric
@attribute minLOC_CODE_AND_COMMENT numeric
@attribute minLOC_COMMENTS numeric
@attribute minCYCLOMATIC_COMPLEXITY numeric
@attribute minDESIGN_COMPLEXITY numeric
@attribute minESSENTIAL_COMPLEXITY numeric
@attribute minLOC_EXECUTABLE numeric
@attribute minHALSTEAD_CONTENT numeric
@attribute minHALSTEAD_DIFFICULTY numeric
@attribute minHALSTEAD_EFFORT numeric
@attribute minHALSTEAD_ERROR_EST numeric
@attribute minHALSTEAD_LENGTH numeric
@attribute minHALSTEAD_LEVEL numeric
@attribute minHALSTEAD_PROG_TIME numeric
@attribute minHALSTEAD_VOLUME numeric
@attribute minNUM_OPERANDS numeric
@attribute minNUM_OPERATORS numeric
@attribute minNUM_UNIQUE_OPERANDS numeric
@attribute minNUM_UNIQUE_OPERATORS numeric
@attribute minLOC_TOTAL numeric
@attribute maxLOC_BLANK numeric
@attribute maxBRANCH_COUNT numeric
@attribute maxLOC_CODE_AND_COMMENT numeric
@attribute maxLOC_COMMENTS numeric
@attribute maxCYCLOMATIC_COMPLEXITY numeric
@attribute maxDESIGN_COMPLEXITY numeric
@attribute maxESSENTIAL_COMPLEXITY numeric
@attribute maxLOC_EXECUTABLE numeric
@attribute maxHALSTEAD_CONTENT numeric
@attribute maxHALSTEAD_DIFFICULTY numeric
@attribute maxHALSTEAD_EFFORT numeric
@attribute maxHALSTEAD_ERROR_EST numeric
@attribute maxHALSTEAD_LENGTH numeric
@attribute maxHALSTEAD_LEVEL numeric
@attribute maxHALSTEAD_PROG_TIME numeric
@attribute maxHALSTEAD_VOLUME numeric
@attribute maxNUM_OPERANDS numeric
@attribute maxNUM_OPERATORS numeric
@attribute maxNUM_UNIQUE_OPERANDS numeric
@attribute maxNUM_UNIQUE_OPERATORS numeric
@attribute maxLOC_TOTAL numeric
@attribute avgLOC_BLANK numeric
@attribute avgBRANCH_COUNT numeric
@attribute avgLOC_CODE_AND_COMMENT numeric
@attribute avgLOC_COMMENTS numeric
@attribute avgCYCLOMATIC_COMPLEXITY numeric
@attribute avgDESIGN_COMPLEXITY numeric
@attribute avgESSENTIAL_COMPLEXITY numeric
@attribute avgLOC_EXECUTABLE numeric
@attribute avgHALSTEAD_CONTENT numeric
@attribute avgHALSTEAD_DIFFICULTY numeric
@attribute avgHALSTEAD_EFFORT numeric
@attribute avgHALSTEAD_ERROR_EST numeric
@attribute avgHALSTEAD_LENGTH numeric
@attribute avgHALSTEAD_LEVEL numeric
@attribute avgHALSTEAD_PROG_TIME numeric
@attribute avgHALSTEAD_VOLUME numeric
@attribute avgNUM_OPERANDS numeric
@attribute avgNUM_OPERATORS numeric
@attribute avgNUM_UNIQUE_OPERANDS numeric
@attribute avgNUM_UNIQUE_OPERATORS numeric
@attribute avgLOC_TOTAL numeric
@attribute sumLOC_BLANK numeric
@attribute sumBRANCH_COUNT numeric
@attribute sumLOC_CODE_AND_COMMENT numeric
@attribute sumLOC_COMMENTS numeric
@attribute sumCYCLOMATIC_COMPLEXITY numeric
@attribute sumDESIGN_COMPLEXITY numeric
@attribute sumESSENTIAL_COMPLEXITY numeric
@attribute sumLOC_EXECUTABLE numeric
@attribute sumHALSTEAD_CONTENT numeric
@attribute sumHALSTEAD_DIFFICULTY numeric
@attribute sumHALSTEAD_EFFORT numeric
@attribute sumHALSTEAD_ERROR_EST numeric
@attribute sumHALSTEAD_LENGTH numeric
@attribute sumHALSTEAD_LEVEL numeric
@attribute sumHALSTEAD_PROG_TIME numeric
@attribute sumHALSTEAD_VOLUME numeric
@attribute sumNUM_OPERANDS numeric
@attribute sumNUM_OPERATORS numeric
@attribute sumNUM_UNIQUE_OPERANDS numeric
@attribute sumNUM_UNIQUE_OPERATORS numeric
@attribute sumLOC_TOTAL numeric
@attribute DL {DEF,NODEF}

@data
0,0,0.541667,0.5,0.86,0,0,0.333333,0.121622,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.327586,0.295455,0.083333,0.318182,0.295455,0.227273,0.4,0.358779,0.404537,0.493953,0.16951,0.261364,0.296564,1,0.16951,0.261856,0.327103,0.277286,0.483333,0.594595,0.407666,0.228916,0.216379,0.047431,0.141732,0.216379,0.227772,0.220944,0.290611,0.420784,0.315879,0.21174,0.305841,0.321368,0.487325,0.211741,0.307494,0.343574,0.307409,0.391123,0.457843,0.301038,0.064706,0.055502,0.017544,0.070866,0.059545,0.071078,0.075581,0.084306,0.091324,0.041911,0.038755,0.060419,0.059434,0.154722,0.038755,0.060335,0.061726,0.057924,0.077473,0.058568,0.094032,NODEF
0,0,0.041667,0.166667,0,0,0,0.333333,0.009009,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.166667,0,0.2,0,0.111111,0,0,0,0,0,0,0,0.003817,0.032114,0.046512,0.000119,0.003788,0.005425,0.2,0.000119,0.001959,0.002336,0.007375,0.008333,0.135135,0.006969,0,0,0,0,0,0,0,0.008197,0.054839,0.065166,0.00059,0.013245,0.018634,0.213144,0.000589,0.006875,0.013793,0.021676,0.030513,0.15544,0.019031,0,0.000957,0,0,0.001751,0.002451,0.002907,0.000432,0.002164,0.001572,0.00002,0.000476,0.000627,0.012304,0.00002,0.000245,0.000451,0.000743,0.001099,0.003615,0.001388,NODEF
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.746269,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.030042,0.037209,0.000071,0,0.004521,0.335,0.000071,0.001466,0.002336,0.0059,0.008333,0.108108,0.003484,0,0,0,0,0,0,0,0,0.095951,0.083413,0.000434,0,0.02236,0.677798,0.000435,0.007732,0.013793,0.027746,0.030513,0.198964,0.012687,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.009466,0.005031,0.000036,0,0.00188,0.097816,0.000036,0.00069,0.001126,0.002376,0.002747,0.011569,0.003123,NODEF
0,0,0.25,0.166667,0.95,0,0,0.333333,0.265766,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0,0.034483,0.045455,0,0.022727,0.045455,0.045455,0,0.09542,0.62105,0.181395,0.017931,0.106061,0.139241,0.335,0.017932,0.105526,0.107477,0.159292,0.275,0.27027,0.108014,0.028614,0.016529,0,0.010827,0.016529,0.021978,0,0.052596,0.251502,0.136676,0.013414,0.059603,0.089175,0.551066,0.013416,0.063586,0.071839,0.100072,0.120781,0.26943,0.058679,0.017647,0.029665,0,0.011811,0.047285,0.066176,0.06686,0.03329,0.119093,0.039565,0.005357,0.02569,0.035983,0.381729,0.005357,0.027221,0.028159,0.041141,0.052198,0.075199,0.046495,NODEF
0,0,0.166667,0,0,0,0,0,0.022523,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0.000904,0,0,0,0,0.001475,0,0.027027,0.04878,0,0,0,0,0,0,0,0,0,0,0,0,0.001065,0,0,0,0,0.001734,0,0.012435,0.111649,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0,0,0,0,0.00009,0,0,0,0,0.000149,0,0.000723,0.016655,NODEF
1,0,1,0.5,0.96,0,0,1,0.630631,0.35,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.37931,0.465909,0.083333,0.795455,0.477273,0.340909,0.44,0.496183,0.527194,0.662326,0.277279,0.382576,0.418626,0.165,0.27728,0.382333,0.448598,0.399705,0.591667,0.756757,0.560976,0.248537,0.349941,0.014907,0.136108,0.351358,0.384301,0.169259,0.464169,0.660889,0.596641,0.366529,0.483632,0.530409,0.137021,0.366528,0.486986,0.547783,0.519488,0.582366,0.724796,0.442247,0.223529,0.2689,0.017544,0.216535,0.276708,0.333333,0.212209,0.428448,0.456385,0.25188,0.213454,0.303996,0.31212,0.138419,0.213454,0.304035,0.313134,0.311451,0.367033,0.295011,0.435115,DEF
1,0,0.208333,0,1,0.2,0,0,0.036036,0.08,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.051724,0.045455,0,0.022727,0.045455,0.045455,0,0.114504,0.190977,0.183814,0.011086,0.045455,0.067812,0.095,0.011085,0.046011,0.065421,0.069322,0.141667,0.324324,0.121951,0.114458,0.086777,0,0.010827,0.086777,0.115385,0,0.19877,0.277271,0.24496,0.035349,0.115894,0.159051,0.095915,0.035348,0.11835,0.144828,0.167991,0.205964,0.443005,0.201413,0.023529,0.020096,0,0.003937,0.024518,0.034314,0.020349,0.041937,0.043765,0.023637,0.004705,0.016651,0.021393,0.022147,0.004705,0.016889,0.018923,0.023021,0.02967,0.041215,0.046495,NODEF
0,0,0,0,1,0,0,0,0.045045,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,1,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0,0,0,0,0,0,0,0,0.087227,0.027907,0.000117,0.003788,0.008137,0.5,0.000117,0.003191,0.009346,0.007375,0.033333,0.081081,0.010453,0,0,0,0,0,0,0,0,0.130907,0.067773,0.000435,0.005298,0.02449,0.854707,0.000435,0.009001,0.022069,0.026012,0.048821,0.161658,0.017762,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.012914,0.004087,0.000036,0.000476,0.002059,0.123347,0.000036,0.000803,0.001802,0.002228,0.004396,0.0094,0.003817,NODEF
0,0,0,0,1,0.2,0,0,0.126126,0.28,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0,0,0,0,0,0,0,0,0,0.094288,0.0782,0.000365,0,0.021295,0.714032,0.000367,0.007092,0.013793,0.026012,0.030513,0.186529,0,0,0,0,0,0,0,0,0,0.00186,0.000943,0.000006,0,0.000358,0.020609,0.000006,0.000127,0.000225,0.000446,0.000549,0.002169,0,NODEF
0.5,0,0.041667,0.166667,1,0,0,0.333333,0.135135,0.2,0,0,0,0,0,0,0,0,0.469341,0.6,0.228838,0,0.5,0.597015,0.229314,0.366246,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.040091,0.046512,0.000119,0.003788,0.005425,0.335,0.000119,0.001959,0.004673,0.007375,0.016667,0.135135,0.003484,0,0,0,0,0,0,0,0,0.127841,0.095577,0.000747,0.008829,0.028394,0.618117,0.000747,0.011444,0.022989,0.031792,0.050855,0.227979,0.012687,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.007567,0.003459,0.000037,0.000476,0.001432,0.053522,0.000037,0.000612,0.001126,0.001634,0.002747,0.007954,0.001735,NODEF
0,0,0.166667,0,0,0,0,0,0.027027,0.06,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0,0,0,0,0,0,0.022901,0.084533,0.086884,0.001094,0.011364,0.018083,0.165,0.001094,0.009616,0.016355,0.019174,0.05,0.216216,0.027875,0,0,0,0,0,0,0,0.04918,0.152312,0.133287,0.004475,0.035319,0.053239,0.19183,0.004474,0.030932,0.045977,0.057803,0.09154,0.310881,0.059208,0,0.004785,0,0,0.008757,0.012255,0.014535,0.007782,0.018031,0.009646,0.000447,0.003806,0.005371,0.033221,0.000447,0.003311,0.004506,0.005941,0.00989,0.021692,0.01145,NODEF
0,0,0.583333,0,0.73,0,0,0,0.036036,0.08,0,0,0,0,0,0,0,0,0.403482,0.4,0.105152,0,0.4,0.044776,0.104019,0.252366,0.166667,0.333333,0.2,0.4,0.222222,0.413793,0.375,0.166667,0.068182,0.386364,0.340909,0.12,0.458015,0.535844,0.717023,0.331129,0.352273,0.396926,0.5,0.331129,0.352448,0.38785,0.402655,0.466667,0.702703,0.522648,0.343373,0.204545,0.130435,0.054134,0.210744,0.247253,0.056962,0.364754,0.557085,0.357112,0.42747,0.397351,0.407941,0.583482,0.42747,0.400659,0.418966,0.401012,0.427184,0.404145,0.366349,0.070588,0.038278,0.035088,0.019685,0.042032,0.053922,0.02907,0.076956,0.087932,0.034459,0.056902,0.057088,0.054869,0.134728,0.056902,0.057175,0.054742,0.054953,0.061538,0.037599,0.082582,NODEF
0,0,0.041667,0.333333,1,0,0,0.333333,0.054054,0.05,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0,0,0,0,0,0,0.01145,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0.017422,0,0,0,0,0,0,0,0.032787,0.056573,0.04692,0.000219,0,0.014907,0.428419,0.00022,0.004255,0.008276,0.019075,0.018308,0.136788,0.045675,0,0.003828,0,0,0.007005,0.009804,0.011628,0.004323,0.005581,0.00283,0.000018,0,0.001253,0.061827,0.000018,0.00038,0.000676,0.001634,0.001648,0.007954,0.007634,NODEF
0,0,0.708333,0.666667,0.93,0,0,0.333333,0.243243,0.06,0,0,0,0,0,0,0,1,1,0.96,1,1,1,0.089552,1,1,1,0.666667,1,0.8,0.666667,0.103448,0.227273,0.083333,0.045455,0.227273,0.227273,0.28,0.198473,0.224386,0.334884,0.04247,0.098485,0.130199,0.21,0.04247,0.096777,0.102804,0.147493,0.183333,0.486486,0.216028,0.190763,0.429752,0.086957,0.072178,0.429752,0.571429,0.303797,0.469945,0.532532,0.546355,0.176631,0.344371,0.410825,0.165187,0.176632,0.344535,0.351724,0.447977,0.427184,0.725389,0.429258,0.029412,0.054545,0.017544,0.019685,0.054291,0.07598,0.049419,0.074362,0.063042,0.03954,0.017634,0.037108,0.041443,0.028607,0.017634,0.036874,0.034467,0.046042,0.046154,0.050615,0.072172,NODEF
0,0,0.291667,0,0.75,0,0,0,0.027027,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12069,0.113636,0,0,0.113636,0.113636,0,0.171756,0.239925,0.294512,0.035729,0.090909,0.119349,0.335,0.035729,0.092591,0.119159,0.119469,0.241667,0.486486,0.184669,0.15261,0.132231,0,0,0.132231,0.175824,0,0.196721,0.30374,0.308454,0.06791,0.154525,0.183673,0.222025,0.067911,0.152154,0.188506,0.180636,0.264448,0.466321,0.188197,0.023529,0.020096,0,0,0.022767,0.031863,0.014535,0.031128,0.035957,0.022323,0.00678,0.016651,0.018528,0.03845,0.00678,0.016285,0.018473,0.018565,0.028571,0.032538,0.032616,NODEF
