@relation ar4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute total_loc numeric
@attribute blank_loc numeric
@attribute comment_loc numeric
@attribute code_and_comment_loc numeric
@attribute executable_loc numeric
@attribute unique_operands numeric
@attribute unique_operators numeric
@attribute total_operands numeric
@attribute total_operators numeric
@attribute halstead_vocabulary numeric
@attribute halstead_length numeric
@attribute halstead_volume numeric
@attribute halstead_level numeric
@attribute halstead_difficulty numeric
@attribute halstead_effort numeric
@attribute halstead_error numeric
@attribute halstead_time numeric
@attribute branch_count numeric
@attribute decision_count numeric
@attribute call_pairs numeric
@attribute condition_count numeric
@attribute multiple_condition_count numeric
@attribute cyclomatic_complexity numeric
@attribute cyclomatic_density numeric
@attribute decision_density numeric
@attribute design_complexity numeric
@attribute design_density numeric
@attribute normalized_cyclomatic_complexity numeric
@attribute formal_parameters numeric
@attribute defects {false,true}

@data
0.259711,0.306329,0.023923,0.0625,0.37,0.564815,0.625,0.32554,0.294404,0.612903,0.306967,0.281065,0.035383,0.521635,0.153143,0.281062,0.153143,0.228571,0.228571,0.518519,0.230769,0.117647,0.256757,0.407754,0.428578,0.518519,0.233333,0.305435,0,true
0.022198,0.032911,0.014354,0,0.023333,0.018519,0.041667,0.003597,0.008516,0.024194,0.006531,0.003698,0.791667,0.010417,0.000217,0.003698,0.000217,0.019048,0.019048,0.055556,0.019231,0.029412,0.013514,0.472528,0.428578,0.055556,0.25,0.280273,0,false
0.039956,0.04557,0.004785,0,0.066667,0.074074,0.25,0.034173,0.038929,0.112903,0.03701,0.025,0.175729,0.157985,0.005269,0.025,0.005269,0.066667,0.066667,0,0.067308,0.029412,0.081081,0.747736,0.428578,0,0,0.632574,0,false
0.006659,0.007595,0,0,0.02,0.055556,0.166667,0.01259,0.013382,0.080645,0.013062,0.009024,0.431813,0.05,0.000947,0.009024,0.000947,0.019048,0.019048,0,0.019231,0,0.027027,0.824167,0.428578,0,0,0.959685,0,false
0.023307,0.010127,0.023923,0,0.05,0.166667,0.291667,0.046763,0.048662,0.201613,0.047896,0.036538,0.236104,0.114583,0.005821,0.036538,0.005821,0.038095,0.038095,0.074074,0.038462,0.029412,0.040541,0.53113,0.428578,0.074074,0.166667,0.559874,0,false
0.074362,0.055696,0.038278,0.0625,0.133333,0.194444,0.333333,0.113309,0.109489,0.233871,0.11103,0.08432,0.087894,0.293333,0.027946,0.084317,0.027946,0.142857,0.142857,0,0.144231,0.205882,0.108108,0.497055,0.428578,0,0,0.462286,0,false
0.025527,0.032911,0.014354,0,0.033333,0.111111,0.208333,0.048561,0.03528,0.137097,0.040639,0.02855,0.197292,0.139975,0.005399,0.02855,0.005399,0.009524,0.009524,0.018519,0,0,0.013514,0.350814,0,0.018519,0.083333,0.249038,0,false
0.071032,0.088608,0.052632,0,0.07,0.148148,0.333333,0.046763,0.052311,0.193548,0.050073,0.037722,0.189812,0.145833,0.007223,0.037721,0.007223,0.057143,0.057143,0.111111,0.048077,0.029412,0.067568,0.604396,0.514293,0.111111,0.166667,0.314782,0,false
0.011099,0.017722,0.004785,0,0.016667,0.037037,0,0.008993,0.007299,0.032258,0.007983,0.004734,0.88425,0.005208,0.000229,0.004734,0.000229,0,0,0.037037,0,0,0,0.274726,0,0.037037,0.333333,0.223655,0,false
0.043285,0.058228,0.019139,0,0.05,0.138889,0.208333,0.041367,0.041363,0.16129,0.041364,0.030178,0.284125,0.091556,0.004133,0.030177,0.004133,0.038095,0.038095,0.018519,0.038462,0,0.054054,0.677662,0.428578,0.018519,0.033333,0.414474,0,false
0.076582,0.063291,0.076555,1,0.103333,0.361111,0.25,0.192446,0.141119,0.362903,0.161829,0.134172,0.119744,0.227229,0.035235,0.134171,0.035235,0.019048,0.019048,0.018519,0.019231,0.029412,0.013514,0.100196,0.428578,0.018519,0.083333,0.082993,0,false
0.005549,0,0,0,0.026667,0,0.083333,0.001799,0.004866,0.016129,0.003628,0.002071,0.513896,0.036458,0.000268,0.002071,0.000268,0.019048,0.019048,0,0.019231,0.029412,0.013514,0.424581,0.428578,0,0,0.692045,0,false
0.023307,0.022785,0.004785,0,0.046667,0.138889,0.208333,0.030576,0.034063,0.16129,0.032656,0.02426,0.377208,0.061952,0.002599,0.02426,0.002599,0.028571,0.028571,0.055556,0.028846,0.029412,0.027027,0.410471,0.428578,0.055556,0.166667,0.414474,0,true
0.028857,0.027848,0.014354,0,0.05,0.027778,0.5,0.028777,0.042579,0.120968,0.03701,0.025444,0.049479,0.434523,0.012949,0.025444,0.012949,0.047619,0.047619,0,0.038462,0.029412,0.054054,0.677662,0.535722,0,0,0.59167,0.5,false
0.055494,0,0.129187,0,0.086667,0.074074,0.125,0.016187,0.020681,0.08871,0.018868,0.012722,0.507792,0.037327,0.001078,0.012722,0.001078,0.028571,0.028571,0.074074,0.028846,0.029412,0.027027,0.217891,0.428578,0.074074,0.222217,0.188605,0,false
0.052164,0.055696,0.023923,0,0.076667,0.12963,0.5,0.061151,0.057178,0.209677,0.058781,0.044675,0.08169,0.310185,0.016009,0.044674,0.016009,0.057143,0.057143,0,0.048077,0.058824,0.054054,0.452247,0.514293,0,0,0.348643,0.25,false
0.018868,0.022785,0.019139,0,0.023333,0.064815,0.25,0.019784,0.020681,0.104839,0.020319,0.014201,0.263896,0.100379,0.002243,0.014201,0.002243,0.019048,0.019048,0,0.019231,0,0.027027,0.736264,0.428578,0,0,0.490314,0,false
0.024417,0.035443,0.033493,0,0.013333,0.064815,0,0.01259,0.014599,0.056452,0.013788,0.008728,1,0,0.000348,0.008728,0.000348,0,0,0.111111,0,0,0,0.321829,0,0.111111,1,0.118507,0,false
0.007769,0.01519,0.004785,0,0.01,0.009259,0,0.001799,0.002433,0.008065,0.002177,0.001183,1,0,0.000047,0.001183,0.000047,0,0,0.037037,0,0,0,0.384625,0,0.037037,0.333333,0.280273,0,false
0.138735,0.149367,0.062201,0,0.186667,0.37037,0.541667,0.149281,0.160584,0.427419,0.156023,0.134172,0.082292,0.308475,0.04592,0.134171,0.04592,0.190476,0.190476,0.092593,0.192308,0.205882,0.175676,0.570875,0.428578,0.092593,0.059523,0.397829,0,false
0.011099,0.010127,0.014354,0,0.02,0.027778,0.333333,0.017986,0.026764,0.08871,0.023222,0.015385,0.131944,0.208333,0.00433,0.015384,0.00433,0.019048,0.019048,0,0.009615,0,0.027027,0.824167,0.857155,0,0,0.714342,0.5,false
0.061043,0.053165,0.028708,0,0.103333,0.157407,0.333333,0.046763,0.057178,0.201613,0.052975,0.040089,0.201396,0.136904,0.007277,0.040088,0.007277,0.085714,0.085714,0.055556,0.086538,0.058824,0.081081,0.488036,0.428578,0.055556,0.071428,0.428762,0,false
0.008879,0.01519,0,0,0.016667,0.074074,0.041667,0.02518,0.014599,0.072581,0.018868,0.01213,0.513896,0.036458,0.00102,0.01213,0.00102,0,0,0,0,0,0,0.274726,0,0,0,0.258706,0,false
0.043285,0.050633,0.009569,0,0.066667,0.212963,0.333333,0.102518,0.085158,0.25,0.092163,0.07145,0.112021,0.240742,0.02006,0.071447,0.02006,0.019048,0.019048,0,0.019231,0,0.027027,0.289047,0.428578,0,0,0.240013,0,false
0.014428,0.020253,0,0,0.026667,0.037037,0.416667,0.026978,0.026764,0.112903,0.026851,0.018639,0.083646,0.304688,0.007127,0.018639,0.007127,0.019048,0.019048,0,0.009615,0,0.027027,0.664343,0.857155,0,0,0.598108,0.5,false
0.005549,0.012658,0,0,0.01,0.027778,0,0.005396,0.004866,0.024194,0.00508,0.003107,1,0,0.000124,0.003106,0.000124,0,0,0.037037,0,0,0,0.384625,0,0.037037,0.333333,0.335175,0,false
0.057714,0.078481,0.014354,0.0625,0.07,0.148148,0.416667,0.057554,0.053528,0.209677,0.055152,0.042012,0.123677,0.220833,0.011242,0.042011,0.011242,0.047619,0.047619,0.037037,0.048077,0.058824,0.040541,0.384625,0.428578,0.037037,0.083333,0.249038,0,false
0.068812,0.073418,0.004785,0,0.116667,0.240741,0.416667,0.100719,0.107056,0.290323,0.104499,0.083432,0.107144,0.25,0.024067,0.083429,0.024067,0.152381,0.152381,0.055556,0.153846,0.205882,0.121622,0.639104,0.428578,0.055556,0.05,0.555595,0,false
0.027747,0.035443,0.009569,0,0.04,0.101852,0.25,0.043165,0.037713,0.137097,0.039913,0.028107,0.181542,0.152777,0.005706,0.028106,0.005706,0.028571,0.028571,0,0.028846,0.029412,0.027027,0.472528,0.428578,0,0,0.358198,1,false
0.163152,0.162025,0.133971,0,0.193333,0.166667,0.416667,0.138489,0.152068,0.225806,0.146589,0.109615,0.039169,0.495265,0.057868,0.109612,0.057868,0.209524,0.209524,0.074074,0.211538,0.205882,0.202703,0.636835,0.428578,0.074074,0.041667,0.38884,0,false
0.049945,0.053165,0.014354,0,0.08,0.240741,0,0.088129,0.058394,0.209677,0.070392,0.052959,0.547958,0.031944,0.00383,0.052959,0.00383,0,0,0,0,0,0,0.042736,0,0,0,0.055283,0,false
0.011099,0.007595,0,0,0.033333,0.12963,0.25,0.030576,0.029197,0.16129,0.029753,0.022337,0.315479,0.07986,0.002847,0.022337,0.002847,0.019048,0.019048,0,0.019231,0,0.027027,0.55368,0.428578,0,0,0.714342,0,false
0.198668,0.205063,0.086124,0,0.276667,0.351852,0.458333,0.170863,0.201946,0.395161,0.189405,0.15932,0.076179,0.326637,0.057173,0.159316,0.057173,0.247619,0.247619,0.055556,0.25,0.058824,0.324324,0.711737,0.428578,0.055556,0.02,0.508803,0,false
0.044395,0.060759,0.009569,0,0.056667,0.101852,0.375,0.057554,0.059611,0.16129,0.058781,0.042012,0.091881,0.283333,0.013949,0.042011,0.013949,0.009524,0.009524,0.037037,0,0,0.013514,0.208792,0,0.037037,0.166667,0.148985,0,false
0.158713,0.182278,0.076555,0,0.193333,0.388889,0.541667,0.197842,0.198297,0.443548,0.198113,0.17071,0.057233,0.397192,0.072934,0.170708,0.072934,0.2,0.2,0.018519,0.201923,0.176471,0.202703,0.636835,0.428578,0.018519,0.010417,0.399831,0,false
0.045505,0.035443,0.014354,0,0.09,0.259259,0.125,0.073741,0.060827,0.25,0.066038,0.051923,0.381604,0.060873,0.005285,0.051921,0.005285,0.047619,0.047619,0,0.048077,0.058824,0.040541,0.296695,0.428578,0,0,0.312395,0,false
1,1,1,0.25,1,1,0.666667,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.911765,1,0.597855,0.432692,1,0.12,0.302911,0,true
0.155383,0.088608,0.282297,0,0.163333,0.592593,0.125,0.161871,0.113139,0.540323,0.132801,0.120562,0.388938,0.059129,0.011814,0.12056,0.011814,0.009524,0.009524,0.018519,0,0,0.013514,0.046494,0,0.018519,0.083333,0.032087,0,false
0.015538,0.01519,0.004785,0,0.033333,0.064815,0.125,0.016187,0.019465,0.080645,0.018142,0.01213,0.462,0.044508,0.001139,0.01213,0.001139,0.009524,0.009524,0.092593,0.009615,0,0.013514,0.350814,0.428578,0.092593,0.416667,0.370861,0,false
0.067703,0.070886,0.057416,0,0.08,0.277778,0.583333,0.106115,0.109489,0.354839,0.108128,0.090237,0.08326,0.30576,0.030955,0.090237,0.030955,0.095238,0.095238,0.018519,0.086538,0.029412,0.121622,0.921855,0.476193,0.018519,0.016667,0.564192,0,false
0.117647,0.131646,0.019139,0,0.176667,0.37963,0.458333,0.129496,0.131387,0.419355,0.130624,0.112426,0.122806,0.222223,0.029085,0.112426,0.029085,0.171429,0.171429,0.092593,0.173077,0.205882,0.148649,0.510216,0.428578,0.092593,0.069445,0.398889,0,false
