@relation kc3-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
0.464286,0.189655,0.304348,0,0.105263,0.052632,0.2,0.105263,0.058824,0.5,0.212121,1,0.193966,0,0,0.224066,0,0.242424,1,0.38004,0.312431,0.045096,0.143258,0.18272,0.089552,0.045096,0.144321,0.064516,0.047619,0.052632,0.190955,0.082474,0.176259,0.186916,0.289308,0.5,0.23301,0.100364,0.22314,FALSE
0,0,0.021739,0,0,0,0,0.294737,0,0,0,1,0.00431,0,0,0.012448,0.333333,0.030303,1,0.040323,0.045838,0.000103,0.002809,0.004958,0.597015,0.000103,0.002246,1,0,0,0.005025,0.226804,0.005396,0.004673,0.018868,0.133333,0.009709,0,0.012397,FALSE
0,0,0.043478,0,0,0,0,0.210526,0,0,0,1,0.008621,0,0,0.016598,0.333333,0.030303,1,0.05998,0.097726,0.000697,0.008427,0.013456,0.283582,0.000697,0.007127,1,0,0,0.01005,0.175258,0.014388,0.01285,0.037736,0.233333,0.012945,0,0.016529,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0,0.030303,1,0.022387,0.027503,0.000021,0,0.002125,1,0.000021,0.000749,1,0,0,0,0.226804,0.001799,0.002336,0.006289,0.066667,0.009709,0,0.012397,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0.333333,0.030303,1,0.015205,0.091676,0.000155,0.002809,0.004249,0.298507,0.000155,0.001693,1,0,0,0,0.226804,0.003597,0.004673,0.006289,0.133333,0.009709,0,0.012397,FALSE
0.178571,0.37931,0.195652,0,0,0.447368,0.314286,0.4,0.352941,0.7075,0.272727,0.746269,0.241379,0.315789,0.55,0.116183,1,0.333333,0.92,0.199261,0.415658,0.04182,0.101124,0.13102,0.059701,0.04182,0.100635,0.548387,0.52381,0.447368,0.226131,0.319588,0.122302,0.136682,0.207547,0.7,0.110032,0,0.115702,FALSE
0,0,0.021739,0,0,0,0,1,0,0,0,1,0.00431,0,0,0,0.333333,0.030303,1,0.039945,0.055006,0.000147,0.002809,0.005666,0.492537,0.000147,0.00267,1,0,0,0.005025,1,0.005396,0.005841,0.018868,0.166667,0,0,0,FALSE
0.035714,0,0.065217,0,0,0,0,0.157895,0,0,0,1,0.012931,0,0,0.020747,1,0.030303,1,0.145287,0.06509,0.000746,0.011236,0.020538,0.41791,0.000746,0.011475,1,0,0,0.015075,0.103093,0.023381,0.018692,0.069182,0.166667,0.022654,0,0.020661,FALSE
0.321429,0.37931,0.282609,0,0.052632,0.263158,0.371429,0.136842,0.294118,0.5,0.363636,0.895522,0.340517,0,0,0.327801,0,0.363636,0.86,0.485299,0.36267,0.077599,0.213483,0.259207,0.074627,0.077599,0.213934,0,0.238095,0.263158,0.331658,0.123711,0.242806,0.26986,0.36478,0.533333,0.291262,0.035927,0.326446,TRUE
0.071429,0.034483,0.043478,0,0,0.078947,0.028571,0.294737,0.058824,0.75,0.030303,1,0.025862,0,0,0.024896,0,0.060606,1,0.072371,0.158966,0.002221,0.014045,0.023371,0.179104,0.002221,0.013976,0.462366,0.095238,0.078947,0.025126,0.195876,0.023381,0.023364,0.056604,0.366667,0.02589,0,0.024793,FALSE
0.25,0.189655,0.347826,0.111111,0,0.210526,0.171429,0.147368,0.235294,0.5,0.151515,0.791045,0.198276,0,0,0.145228,0,0.181818,0.86,0.284652,0.343968,0.040909,0.117978,0.152975,0.074627,0.040909,0.118964,0.075269,0.190476,0.210526,0.201005,0.134021,0.138489,0.162383,0.245283,0.6,0.139159,0.040436,0.14876,FALSE
0,0.034483,0.086957,0,0,0.052632,0.028571,0.105263,0.058824,0.5,0.030303,1,0.038793,0,0,0.053942,0.666667,0.060606,1,0.107485,0.256692,0.008604,0.033708,0.050992,0.104478,0.008604,0.033522,0.462366,0.047619,0.052632,0.040201,0.103093,0.05036,0.051402,0.09434,0.466667,0.045307,0,0.053719,FALSE
0,0,0,0,0,0,0,0.473684,0,0,0,1,0,0,0,0.008299,0.333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.309278,0,0,0,0,0.006472,0,0.008264,FALSE
0.035714,0.034483,0.086957,0,0,0.052632,0.028571,0.178947,0.058824,0.5,0.030303,1,0.034483,0,0,0.037344,0.333333,0.060606,1,0.072035,0.238357,0.004973,0.019663,0.034703,0.119403,0.004974,0.020867,0.462366,0.047619,0.052632,0.035176,0.154639,0.032374,0.036215,0.056604,0.4,0.032362,0,0.03719,FALSE
0.428571,0.396552,0.347826,0,0.157895,0.5,0.342857,0.178947,0.529412,0.5275,0.333333,0.880597,0.327586,0.315789,0.5,0.244813,1,0.30303,0.77,0.274068,0.627063,0.130935,0.207865,0.247875,0.044776,0.130935,0.208835,0.505376,0.47619,0.5,0.321608,0.134021,0.22482,0.26285,0.333333,0.933333,0.252427,0.134255,0.243802,TRUE
0.178571,0.172414,0.23913,0,0.131579,0.263158,0.142857,0.168421,0.294118,0.5,0.151515,1,0.159483,0,0,0.116183,0.333333,0.121212,0.67,0.186618,0.33755,0.025833,0.075843,0.110482,0.074627,0.025833,0.076541,0.107527,0.238095,0.263158,0.160804,0.123711,0.097122,0.119159,0.138365,0.466667,0.122977,0.220364,0.115702,FALSE
0,0,0.043478,0,0,0,0,0.157895,0,0,0,1,0.008621,0,0,0.020747,0,0.030303,1,0.110383,0.077008,0.000795,0.011236,0.018414,0.358209,0.000795,0.010328,1,0,0,0.01005,0.14433,0.021583,0.016355,0.062893,0.2,0.016181,0,0.020661,FALSE
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.022387,0.027503,0.000021,0,0.002125,1,0.000021,0.000749,1,0,0,0,1,0.001799,0.002336,0.006289,0.066667,0,0,0,FALSE
0,0,0.043478,0,0,0,0,0.294737,0,0,0,1,0.008621,0,0,0.012448,0.333333,0.030303,1,0.047841,0.085625,0.000426,0.005618,0.010623,0.313433,0.000426,0.004974,1,0,0,0.01005,0.226804,0.007194,0.01285,0.018868,0.2,0.009709,0,0.012397,FALSE
0.142857,0.137931,0.108696,0,0.026316,0.184211,0.114286,0.273684,0.176471,0.5825,0.090909,0.701493,0.107759,0.105263,0.5,0.06639,0,0.151515,1,0.095766,0.311698,0.011307,0.036517,0.055241,0.089552,0.011307,0.036277,0.569892,0.190476,0.184211,0.105528,0.195876,0.046763,0.060748,0.081761,0.533333,0.071197,0.085527,0.066116,FALSE
0.035714,0.068966,0.065217,0,0,0.105263,0.057143,0.210526,0.117647,0.5,0.060606,1,0.051724,0,0,0.049793,0.333333,0.090909,1,0.109879,0.169234,0.003825,0.022472,0.036119,0.164179,0.003825,0.022599,0.27957,0.095238,0.105263,0.050251,0.185567,0.035971,0.036215,0.081761,0.366667,0.042071,0,0.049587,FALSE
0,0.068966,0.086957,0,0,0.105263,0.057143,0.263158,0.117647,0.5,0.030303,0.507463,0.060345,0,0,0.041494,0.333333,0.030303,0.33,0.098118,0.154015,0.002828,0.019663,0.030453,0.179104,0.002828,0.018362,0.27957,0.095238,0.105263,0.060302,0.226804,0.02518,0.033879,0.062893,0.366667,0.035599,0,0.041322,FALSE
0,0.034483,0.086957,0,0,0.052632,0.028571,0.210526,0.058824,0.5,0.030303,1,0.034483,0,0,0.033195,0,0.060606,1,0.120674,0.145215,0.003089,0.022472,0.035411,0.19403,0.003089,0.021284,0.462366,0.047619,0.052632,0.035176,0.195876,0.034173,0.036215,0.075472,0.3,0.02589,0,0.033058,FALSE
0,0,0.043478,0,0,0,0,0.210526,0,0,0,1,0.008621,0,0,0.016598,0,0.030303,1,0.045657,0.064173,0.000228,0.002809,0.00779,0.432836,0.000229,0.00356,1,0,0,0.01005,0.175258,0.003597,0.010514,0.012579,0.2,0.012945,0,0.016529,FALSE
0.142857,0.137931,0.108696,0,0,0.210526,0.114286,0.210526,0.235294,0.5,0.121212,1,0.142241,0.157895,0.75,0.082988,0.333333,0.151515,1,0.175109,0.226439,0.010914,0.047753,0.074363,0.119403,0.010914,0.048192,0.784946,0.190476,0.210526,0.145729,0.164948,0.06295,0.081776,0.106918,0.366667,0.080906,0,0.082645,FALSE
0,0,0.086957,0,0,0,0,0.094737,0,0,0,1,0.017241,0,0,0.029046,0,0.030303,1,0.108283,0.100843,0.001338,0.014045,0.023371,0.268657,0.001338,0.013269,1,0,0,0.020101,0.103093,0.019784,0.025701,0.056604,0.266667,0.022654,0,0.028926,FALSE
0.107143,0.241379,0.195652,0.111111,0.105263,0.052632,0.257143,0.189474,0.058824,0.5,0.212121,0.701493,0.189655,0,0,0.174274,0,0.212121,0.7,0.247438,0.29538,0.026234,0.089888,0.123938,0.089552,0.026235,0.088817,0.032258,0.047619,0.052632,0.175879,0.164948,0.104317,0.136682,0.169811,0.466667,0.165049,0.154764,0.177686,FALSE
0,0,0.021739,0,0,0,0,0.210526,0,0,0,1,0.00431,0,0,0.016598,0,0.030303,1,0.067708,0.073341,0.000443,0.005618,0.01204,0.373134,0.000443,0.006039,1,0,0,0.005025,0.175258,0.014388,0.010514,0.037736,0.166667,0.012945,0,0.016529,FALSE
0,0,0.021739,0,0,0,0,0.294737,0,0,0,1,0.00431,0,0,0.012448,0.333333,0.030303,1,0.039945,0.055006,0.000147,0.002809,0.005666,0.492537,0.000147,0.00267,1,0,0,0.005025,0.226804,0.005396,0.005841,0.018868,0.166667,0.009709,0,0.012397,FALSE
0,0,0.021739,0,0,0,0,1,0,0,0,1,0.00431,0,0,0,0,0.030303,1,0.033014,0.045838,0.000084,0.002809,0.004249,0.597015,0.000084,0.001839,1,0,0,0.005025,1,0.003597,0.004673,0.012579,0.133333,0,0,0,FALSE
0,0.034483,0.108696,0,0,0.052632,0.028571,0.178947,0.058824,0.5,0.030303,1,0.047414,0,0,0.037344,0,0.030303,0.5,0.086232,0.149065,0.002325,0.016854,0.02762,0.179104,0.002325,0.01561,0.462366,0.047619,0.052632,0.050251,0.175258,0.023381,0.030374,0.050314,0.3,0.029126,0,0.03719,FALSE
0.178571,0.172414,0.152174,0,0,0.263158,0.142857,0.231579,0.294118,0.5,0.121212,0.746269,0.133621,0,0,0.091286,0.666667,0.121212,0.67,0.165869,0.311698,0.019579,0.061798,0.089235,0.089552,0.019579,0.062819,0.107527,0.238095,0.263158,0.130653,0.185567,0.079137,0.095794,0.138365,0.533333,0.087379,0,0.090909,FALSE
0,0.068966,0.086957,0,0,0,0.085714,0.231579,0,0,0.060606,0.626866,0.056034,0,0,0.062241,0,0.090909,0.75,0.13067,0.134947,0.002894,0.022472,0.036827,0.208955,0.002894,0.021437,0.193548,0,0,0.050251,0.226804,0.032374,0.03972,0.069182,0.266667,0.048544,0,0.061983,TRUE
0.25,0.275862,0.456522,0,0.052632,0.263158,0.257143,0.094737,0.294118,0.5,0.272727,1,0.318966,0.315789,0.67,0.302905,0,0.272727,0.9,0.495968,0.377888,0.086081,0.227528,0.271955,0.074627,0.086081,0.227781,0.677419,0.238095,0.263158,0.326633,0.092784,0.255396,0.28271,0.389937,0.566667,0.268608,0.038836,0.301653,FALSE
0,0,0.021739,0,0,0,0,0.294737,0,0,0,1,0.00431,0,0,0.012448,0,0.030303,1,0.033602,0.055006,0.000124,0.002809,0.004958,0.492537,0.000124,0.002246,1,0,0,0.005025,0.226804,0.003597,0.005841,0.012579,0.166667,0.009709,0,0.012397,FALSE
0,0,0.043478,0,0,0,0,0.157895,0,0,0,1,0.008621,0,0,0.020747,0,0.030303,1,0.110383,0.077008,0.000795,0.011236,0.018414,0.358209,0.000795,0.010328,1,0,0,0.01005,0.14433,0.021583,0.016355,0.062893,0.2,0.016181,0,0.020661,FALSE
0,0,0.065217,0,0,0,0,0.126316,0,0,0,1,0.012931,0,0,0.024896,0,0.030303,1,0.130502,0.095893,0.001459,0.014045,0.025496,0.283582,0.001459,0.015209,1,0,0,0.015075,0.113402,0.030576,0.022196,0.081761,0.233333,0.019417,0,0.024793,FALSE
0.071429,0.189655,0.108696,0,0.026316,0.184211,0.171429,0.294737,0.176471,0.5825,0.151515,0.791045,0.12069,0.105263,0.33,0.087137,0,0.212121,1,0.121178,0.317932,0.01489,0.047753,0.070822,0.089552,0.01489,0.046827,0.387097,0.190476,0.184211,0.110553,0.257732,0.066547,0.073598,0.100629,0.466667,0.07767,0.066182,0.086777,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0.333333,0.030303,1,0.015205,0.091676,0.000155,0.002809,0.004249,0.298507,0.000155,0.001693,1,0,0,0,0.226804,0.003597,0.004673,0.006289,0.133333,0.009709,0,0.012397,FALSE
0,0.034483,0.086957,0,0,0.052632,0.028571,0.210526,0.058824,0.5,0.030303,1,0.034483,0,0,0.033195,0,0.060606,1,0.120674,0.145215,0.003089,0.022472,0.035411,0.19403,0.003089,0.021284,0.462366,0.047619,0.052632,0.035176,0.175258,0.034173,0.036215,0.075472,0.3,0.029126,0,0.033058,FALSE
0,0,0.043478,0,0,0,0,0.084211,0,0,0,1,0.008621,0,0,0.033195,0,0.030303,1,0.09417,0.130363,0.001945,0.014045,0.026912,0.208955,0.001945,0.014918,1,0,0,0.01005,0.082474,0.028777,0.025701,0.056604,0.233333,0.02589,0,0.033058,TRUE
0,0,0.021739,0,0,0,0,0.294737,0,0,0,1,0.00431,0,0,0.012448,0,0.030303,1,0.044397,0.055006,0.000163,0.002809,0.006374,0.492537,0.000163,0.002967,1,0,0,0.005025,0.226804,0.005396,0.007009,0.018868,0.166667,0.009709,0,0.012397,FALSE
0.178571,0.310345,0.521739,0,0,0.315789,0.285714,0.105263,0.352941,0.5,0.30303,1,0.344828,0.315789,0.6,0.294606,0,0.30303,0.91,0.516297,0.364136,0.08316,0.227528,0.271955,0.074627,0.08316,0.228427,0.612903,0.285714,0.315789,0.351759,0.113402,0.25,0.286215,0.396226,0.566667,0.249191,0,0.293388,FALSE
0.107143,0.206897,0.173913,0,0.078947,0,0.228571,0.126316,0,0,0.212121,0.835821,0.211207,0,0,0.215768,0,0.151515,0.56,0.271757,0.357536,0.042217,0.117978,0.165014,0.074627,0.042217,0.118086,0.043011,0,0,0.20603,0.123711,0.140288,0.181075,0.176101,0.433333,0.190939,0.079273,0.214876,FALSE
0,0,0,0,0,0,0,0.294737,0,0,0,1,0,0,0,0.012448,0,0.030303,1,0.026042,0.045838,0.000067,0.002809,0.003541,0.597015,0.000066,0.001452,1,0,0,0,0.226804,0.001799,0.004673,0.006289,0.133333,0.009709,0,0.012397,FALSE
0,0,0.021739,0,0,0,0,1,0,0,0,1,0.00431,0,0,0,0.333333,0.030303,1,0.039945,0.055006,0.000147,0.002809,0.005666,0.492537,0.000147,0.00267,1,0,0,0.005025,1,0.005396,0.005841,0.018868,0.166667,0,0,0,FALSE
0.178571,0.172414,0.23913,0,0.052632,0.263158,0.142857,0.231579,0.294118,0.5,0.121212,0.746269,0.150862,0,0,0.091286,0.666667,0.151515,0.83,0.148311,0.358453,0.023147,0.064607,0.089943,0.074627,0.023147,0.064594,0.107527,0.238095,0.263158,0.150754,0.164948,0.077338,0.098131,0.138365,0.633333,0.097087,0.121164,0.090909,FALSE
0,0,0.086957,0,0.026316,0,0,0.210526,0,0,0,1,0.017241,0,0,0.016598,0,0.030303,1,0.121892,0.064173,0.00061,0.008427,0.017705,0.432836,0.00061,0.009506,1,0,0,0.020101,0.113402,0.014388,0.01986,0.050314,0.2,0.019417,0.290909,0.016529,FALSE
0.071429,0,0.065217,0,0,0,0,0.157895,0,0,0,1,0.012931,0,0,0.020747,0.333333,0.030303,1,0.053427,0.117345,0.000894,0.008427,0.014873,0.238806,0.000894,0.007619,1,0,0,0.015075,0.103093,0.014388,0.015187,0.031447,0.233333,0.022654,0,0.020661,FALSE
0,0.068966,0.173913,0.111111,0.026316,0.078947,0.057143,0.136842,0.058824,0.75,0.060606,1,0.077586,0.105263,1,0.06639,0.333333,0.090909,1,0.117524,0.330033,0.015555,0.047753,0.069405,0.089552,0.015555,0.047135,1,0.095238,0.078947,0.080402,0.134021,0.057554,0.077103,0.100629,0.566667,0.058252,0.1616,0.070248,TRUE
