@relation mfeat-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute att161 numeric
@attribute att162 numeric
@attribute att163 numeric
@attribute att164 numeric
@attribute att165 numeric
@attribute att166 numeric
@attribute att167 numeric
@attribute att168 numeric
@attribute att169 numeric
@attribute att170 numeric
@attribute att171 numeric
@attribute att172 numeric
@attribute att173 numeric
@attribute att174 numeric
@attribute att175 numeric
@attribute att176 numeric
@attribute att177 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att180 numeric
@attribute att181 numeric
@attribute att182 numeric
@attribute att183 numeric
@attribute att184 numeric
@attribute att185 numeric
@attribute att186 numeric
@attribute att187 numeric
@attribute att188 numeric
@attribute att189 numeric
@attribute att190 numeric
@attribute att191 numeric
@attribute att192 numeric
@attribute att193 numeric
@attribute att194 numeric
@attribute att195 numeric
@attribute att196 numeric
@attribute att197 numeric
@attribute att198 numeric
@attribute att199 numeric
@attribute att200 numeric
@attribute att201 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att206 numeric
@attribute att207 numeric
@attribute att208 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att211 numeric
@attribute att212 numeric
@attribute att213 numeric
@attribute att214 numeric
@attribute att215 numeric
@attribute att216 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.830357,0.53719,0.544503,0.299492,0.360104,0.182566,0.714286,0.394737,0.205128,0.764706,0.444444,0.529412,0.355,0.452899,0.490596,0.191304,0.348668,0.382826,0.609756,0.714286,0.575,0.166667,0.294118,0.6,0.23301,0.177264,0.484444,0.23741,0.294235,0.102079,0.15,0.219512,0.302326,0.2,0.571429,0.136364,0.839604,0.278438,0.485271,0.235495,0.198391,0.222453,0.848485,0.526316,0.534884,0.130435,0.761905,0.545455,0.818414,0.279793,0.486781,0.268212,0.182432,0.141791,0.512195,0.717949,0.302326,0,0.772727,0.421053,0.453165,0.162637,0.471582,0.314112,0.343985,0.168378,0.55,0.216216,0,0.315789,0.578947,0.041667,0.364103,0.278689,0.393568,0.221172,0.4,0.386121,0.452381,0.717949,0.575,0.291667,0.578947,0.368421,0.370968,0.429027,0.4208,0.314488,0.336397,0.330341,0.536585,0.314286,0.363636,0.333333,0.588235,0.772727,0.502646,0.444656,0.426667,0.367762,0.196185,0.326415,0.236842,0.55814,0.333333,0.043478,0.761905,0.842105,0.601942,0.191344,0.577295,0.343284,0.374517,0.156306,0.604651,0.566667,0.675,0.666667,0.772727,0.043478,0.549708,0.086268,0.590426,0.284109,0.390805,0.307836,0.547619,0.363636,0.113636,0.75,0.611111,0.28,0.643777,0.365044,0.578313,0.319343,0.354486,0.208038,0.583333,0.5,0.235294,0.73913,0.388889,0.090909,0.482094,0.426987,0.547337,0.367762,0.334086,0.125261,0.611111,0.645161,0.342857,0.090909,0.352941,0.625,0.256198,0.262042,0.582878,0.234347,0.389864,0.370943,0.325581,0.848485,0.177778,0.25,0.571429,0.444444,0.349576,0.246575,0.450082,0.340463,0.55,0.158436,0.386364,0.315789,0.113636,0.529412,0.619048,0.04,0.704132,0.279267,0.537234,0.400309,0.5,0.194099,0.547619,0.325581,0.386364,0.529412,0.791667,0,0.624772,0.565476,0.59808,0.305057,0.346774,0.438849,0.73913,0.675,0.348837,0.12,0.791667,0.555556,0.717949,0.364286,0.556136,0.361158,0.28169,0.302721,0.793103,0.378378,0.685714,0.428571,0.785714,0.782609,5
0.502232,0.345041,0.554974,0.093063,0.632124,0.396382,0.666667,0.421053,0.307692,0.764706,0.555556,0.588235,0.7525,0.61413,0.443574,0.091304,0.719128,0.826476,0.804878,0.690476,0.775,0.583333,0.647059,0.95,0.764563,0.310212,0.373333,0.208633,0.892644,0.540643,0.55,0.487805,0.488372,0,0.666667,0.454545,0.334653,0.429542,0.537984,0.102389,0.812332,0.742204,0.242424,0.605263,0.72093,0.130435,0.571429,0.5,0.191816,0.443869,0.508554,0.201987,0.833333,0.570896,0.365854,0.641026,0.488372,0.166667,0.590909,0.789474,0.501266,0.353846,0.585253,0.356601,0.906015,0.537988,0.4,0.405405,0.380952,0.105263,0.368421,0.333333,0.525641,0.42418,0.286371,0.05104,0.734653,0.848754,0.928571,0.641026,0.775,0.791667,0.789474,0.842105,0.86828,0.427432,0.3248,0.084806,0.632353,0.779174,0.878049,0.571429,0.545455,0.416667,0.705882,0.909091,0.522046,0.553435,0.377143,0.123631,0.662125,0.801887,0.236842,0.348837,0.511111,0.217391,0.761905,0.578947,0.530097,0.093394,0.589372,0.492537,0.870656,0.419183,0.55814,0.6,0.725,0.777778,0.045455,0.347826,0.716374,0.070423,0.555851,0.303371,0.898467,0.520522,0.595238,0.636364,0.340909,0.583333,0.388889,0.56,0.276824,0.199115,0.590361,0.100365,0.702407,0.619385,0.75,0.235294,0.117647,0.565217,0.611111,0.409091,0.567493,0.351201,0.58284,0.123631,0.823928,0.492693,0.833333,0.290323,0.171429,0.363636,0.705882,0.916667,0.621901,0.310212,0.35337,0.137746,0.773879,0.735703,0.837209,0.636364,0.355556,0.75,0.666667,0.722222,0.635593,0.240705,0.561375,0.418895,0.851429,0.615226,0.75,0.447368,0.295455,0.764706,0.619048,0.24,0.41157,0.22426,0.630319,0.462133,0.960912,0.333851,0.595238,0.348837,0.204545,0.764706,0.041667,0.291667,0.327869,0.552083,0.310014,0.102773,0.639785,0.888489,0.608696,0.35,0.534884,0.6,0.541667,0.611111,0.812821,0.333333,0.556136,0.11925,0.561033,0.391156,0.655172,0.72973,0.285714,0.571429,0.5,0.826087,4
0.839286,0.570248,0.5,0.384095,0.494819,0.055921,0.666667,0.473684,0.25641,0.588235,0.111111,0.470588,0.28,0.347826,0.590909,0.308696,0.397094,0.416816,0.560976,0.690476,0.525,0.125,0.176471,0.25,0.354369,0.408478,0.448889,0.255396,0.178926,0.130435,0.2,0.487805,0.255814,0.15,0.571429,0.636364,0.891089,0.342954,0.395349,0.286689,0.219839,0.232848,0.787879,0.447368,0.488372,0.26087,0.571429,0.681818,0.690537,0.331606,0.399689,0.294702,0.114865,0.166045,0.560976,0.641026,0.255814,0.125,0.5,0.368421,0.559494,0.07033,0.422427,0.262519,0.201128,0.10883,0.6,0.513514,0.047619,0.263158,0.578947,0.666667,0.348718,0.237705,0.38438,0.266541,0.344554,0.412811,0.404762,0.74359,0.525,0.166667,0.578947,0.631579,0.204301,0.336523,0.4112,0.409894,0.358456,0.368043,0.487805,0.628571,0.318182,0.291667,0.235294,0,0.283951,0.188931,0.48381,0.449139,0.316076,0.362264,0.184211,0.395349,0.288889,0,0.47619,0.263158,0.706796,0.3918,0.538647,0.206823,0.243243,0.047957,0.651163,0.533333,0.725,0.611111,0.5,0.695652,0.479532,0.22007,0.537234,0.261637,0.272031,0.238806,0.595238,0.515152,0.159091,0.708333,0.388889,0.4,0.815451,0.449115,0.539759,0.425182,0.249453,0.08747,0.583333,0.529412,0.176471,0.695652,0.055556,0.681818,0.360882,0.286506,0.514793,0.449139,0.361174,0.106472,0.555556,0.483871,0.285714,0.045455,0.117647,0.083333,0.256198,0.277457,0.52459,0.273703,0.315789,0.4034,0.325581,0.69697,0.133333,0.125,0.571429,0.611111,0.434322,0.227006,0.368249,0.283422,0.427143,0.17284,0.431818,0.447368,0.068182,0.588235,0.619048,0.72,0.747107,0.344147,0.484043,0.307573,0.35342,0.049689,0.595238,0.395349,0.431818,0.470588,0.541667,0.708333,0.489982,0.389881,0.609053,0.383361,0.486559,0.48741,0.695652,0.7,0.302326,0.08,0.541667,0.5,0.528205,0.288095,0.516971,0.463373,0.422535,0.141156,0.862069,0.351351,0.628571,0.357143,0.642857,0.043478,5
0.354911,0.613636,0.5,0.714044,0.479275,0.557566,0.571429,0.710526,0.692308,0.823529,0.888889,0.470588,0.3025,0.092391,0.663009,0.676087,0.53753,0.715564,0.560976,0.380952,0.65,0.458333,0.647059,0.45,0.279126,0.32948,0.364444,0.591727,0.508946,0.597353,0.4,0.170732,0.837209,0.35,0.285714,0.636364,0.548515,0.188455,0.618605,0.749147,0.268097,0.268191,0.606061,0.315789,0.604651,0.434783,0.285714,0.045455,0.585678,0.219344,0.614308,0.779801,0.358108,0.399254,0.658537,0.358974,0.837209,0.458333,0.318182,0.473684,0.162025,0.27033,0.508449,0.734446,0.554511,0.792608,0.7,0.108108,0.880952,0.263158,0.263158,0.833333,0.264103,0.256148,0.70291,0.718336,0.645545,0.61032,0.738095,0.153846,0.65,0.666667,0.263158,0.105263,0.276882,0.191388,0.6768,0.673145,0.579044,0.653501,0.682927,0.2,0.75,0.291667,0.705882,0.636364,0.511464,0.045802,0.605714,0.704225,0.26158,0.575472,0.394737,0.511628,0.755556,0.434783,0.285714,0.789474,0.246602,0.448747,0.502415,0.588486,0.621622,0.380107,0.697674,0.633333,0.1,0.611111,0.318182,0.347826,0.102339,0.415493,0.452128,0.735152,0.62069,0.811567,0.642857,0.242424,0.772727,0.291667,0.611111,0.56,0.315451,0.50885,0.503614,0.656934,0.617068,0.690307,0.75,0.794118,0.911765,0.26087,0.722222,0.5,0.61708,0.336414,0.443787,0.704225,0.528217,0.784969,0.833333,0.903226,0.942857,0.409091,0.823529,0.5,0.340909,0.240848,0.681239,0.754919,0.623782,0.782071,0.837209,0.181818,0.911111,0.625,0.285714,0.611111,0.266949,0.295499,0.571195,0.5918,0.721429,0.763374,0.75,0.105263,1,0.470588,0.238095,0.72,0.434711,0.528914,0.526596,0.593509,0.708469,0.467391,0.642857,0.651163,0.681818,0.823529,0.458333,0.791667,0.480874,0.316964,0.773663,0.721044,0.422043,0.489209,0.608696,0.725,0.790698,0.48,0.375,0.722222,0.366667,0.328571,0.462141,0.645656,0.150235,0.227891,0.37931,0.162162,0.657143,0.214286,0.642857,0.652174,2
0.558036,0.471074,0.257853,0.439932,0.471503,0.335526,0.428571,0.605263,0.384615,0.529412,0.5,0.705882,0.575,0.32971,0.181818,0.371739,0.569007,0.313059,0.317073,0.190476,0.5,0.666667,0.352941,0.55,0.378641,0.373796,0.308889,0.555755,0.840954,0.300567,0.45,0.658537,0.883721,0.6,0.238095,0.181818,0.613861,0.342954,0.23876,0.503413,0.785523,0.232848,0.666667,0.631579,0.837209,0.304348,0.809524,0.045455,0.736573,0.331606,0.233281,0.614238,0.81982,0.296642,0.463415,0.410256,0.883721,0.333333,0.818182,0.368421,0.321519,0.246154,0.199693,0.691958,0.849624,0.289528,0.45,0.648649,0.595238,0.526316,0.526316,0.5,0.697436,0.307377,0.254211,0.506616,0.607921,0.30605,0.166667,0.307692,0.9,0.541667,0.526316,0.210526,0.494624,0.317384,0.2272,0.408127,0.511029,0.307002,0.243902,0.2,0.977273,0.833333,0.647059,0.727273,0.880071,0.311069,0.394286,0.435055,0.536785,0.309434,0.763158,0.465116,0.977778,0.565217,0.809524,0.789474,0.283495,0.323462,0.300725,0.588486,0.781853,0.261101,0.232558,0.233333,0.15,0.444444,0.818182,0,0.672515,0.269366,0.230053,0.658106,0.802682,0.298507,0.214286,0.363636,0.5,0.666667,0.666667,0.24,0.44206,0.280973,0.30241,0.368613,0.553611,0.167849,0.25,0.911765,0.617647,0.73913,0.444444,0.045455,0.641873,0.28281,0.282544,0.435055,0.706546,0.273486,0.277778,0.516129,0.657143,0.636364,0.411765,0.583333,0.607438,0.200385,0.224044,0.593918,0.649123,0.431221,0.046512,0.30303,0.822222,0.5,0.238095,0.5,0.154661,0.180039,0.173486,0.588235,0.76,0.292181,0.022727,0.578947,0.727273,0.882353,0.285714,0.48,0.304132,0.411848,0.272606,0.636785,0.869707,0.322981,0.214286,0.511628,0.454545,0.529412,0.833333,0.375,0.894353,0.446429,0.366255,0.450245,0.473118,0.336331,0.478261,0.525,0.930233,0.44,0.833333,0.833333,0.446154,0.130952,0.301567,0.359455,0.476526,0.158163,0.724138,0.486486,0.371429,0.857143,0.714286,0.73913,10
0.700893,0.818182,0.592932,0.615905,0.580311,0.648026,0.857143,0.657895,0.641026,0.647059,0.555556,0.529412,0.565,0.177536,0.504702,0.563043,0.661017,0.635063,0.756098,0.380952,0.65,0.833333,0.764706,0.4,0.548544,0.092486,0.495556,0.591727,0.924453,0.674858,0.4,0.658537,0.837209,0.1,0.47619,0.409091,0.4,0.054329,0.697674,0.656997,0.898123,0.548857,0.30303,0.315789,0.604651,0.043478,0.095238,0.090909,0.209719,0.08981,0.693624,0.713576,0.914414,0.591418,0.02439,0.102564,0.837209,0.083333,0.136364,0.526316,0.341772,0.18022,0.596006,0.710167,0.928571,0.708419,0,0.540541,0.833333,0.210526,0.473684,0.708333,0.446154,0.229508,0.633997,0.620038,0.691089,0.469751,0.595238,0.153846,0.65,0.791667,0.473684,0.052632,0.548387,0.38437,0.6304,0.570671,0.580882,0.587074,0.682927,0.485714,0.75,0.666667,0.705882,0.590909,0.559083,0.311069,0.607619,0.610329,0.651226,0.611321,0.657895,0.744186,0.755556,0.478261,0.380952,0.842105,0.248544,0.273349,0.600242,0.643923,0.862934,0.595027,0.186047,0.5,0.1,0.666667,0.136364,0.130435,0.619883,0.40669,0.55984,0.70626,0.883142,0.518657,0.214286,0.545455,0.727273,0.666667,0.611111,0.36,0.519313,0.595133,0.601205,0.569343,0.645514,0.498818,0.75,0.911765,0.911765,0.652174,0.5,0.272727,0.564738,0.55268,0.566568,0.610329,0.801354,0.586639,0.777778,0.580645,0.942857,0.636364,0.823529,0.458333,0.582645,0.454721,0.47541,0.679785,0.723197,0.598145,0.465116,0.363636,0.911111,0.75,0.47619,0.666667,0.519068,0.438356,0.644845,0.5918,0.814286,0.716049,0.386364,0.684211,0.954545,0.647059,0.428571,0.68,0.18843,0.510578,0.62367,0.64915,0.938111,0.618012,0.214286,0.744186,0.681818,0.647059,0.208333,0.583333,0.533698,0.505952,0.497942,0.623165,0.586022,0.419065,0.869565,0.725,0.790698,0.68,0.541667,0.777778,0.589744,0.340476,0.567885,0.55707,0.575117,0.471088,0.724138,0.378378,0.657143,0.428571,0.642857,0.608696,8
0.417411,0.762397,0.634817,0.093063,0.458549,0.328947,0.833333,0.763158,0.230769,0.823529,0.555556,0.882353,0.3425,0.617754,0.416928,0.121739,0.460048,0.37746,0.731707,0.571429,0.9,0.541667,0.411765,0.3,0.332524,0.225434,0.517778,0.241007,0.445328,0.258979,0.025,0.219512,0.604651,0.35,0.285714,0.136364,0.726733,0.273345,0.623256,0.112628,0.391421,0.345114,0.818182,0.157895,0.837209,0.434783,0.857143,0.454545,0.693095,0.302245,0.634526,0.238411,0.412162,0.192164,0.390244,0.307692,0.604651,0.458333,0.863636,0.631579,0.334177,0.454945,0.571429,0.38695,0.483083,0.154004,0.425,0.216216,0.309524,0.263158,0.578947,0.208333,0.453846,0.727459,0.490046,0.085066,0.550495,0.402135,0.571429,0.358974,0.9,0.75,0.578947,0.263158,0.454301,0.813397,0.5248,0.063604,0.450368,0.328546,0.658537,0.485714,0.659091,0.375,0.705882,0.5,0.652557,0.706107,0.459048,0.120501,0.305177,0.328302,0.368421,0.697674,0.622222,0.434783,0.857143,0.526316,0.464078,0.366743,0.658213,0.509595,0.494208,0.353464,0.44186,0.633333,0.65,0.611111,0.863636,0.217391,0.330409,0.401408,0.62367,0.338684,0.501916,0.276119,0.380952,0.545455,0.181818,0.291667,0.722222,0.04,0.435622,0.623894,0.659036,0.107664,0.49453,0.286052,0.722222,0.852941,0.205882,0.26087,0.5,0.181818,0.573003,0.798521,0.640533,0.120501,0.451467,0.169102,0.75,0.83871,0.314286,0.409091,0.470588,0.375,0.357438,0.707129,0.497268,0.18068,0.526316,0.341577,0.44186,0.545455,0.466667,0.708333,0.285714,0.777778,0.309322,0.690802,0.566285,0.411765,0.621429,0.17284,0.363636,0.315789,0.409091,0.588235,0.333333,0.28,0.596694,0.359661,0.631649,0.468315,0.594463,0.319876,0.380952,0.697674,0.090909,0.823529,0.875,0.25,0.655738,0.912202,0.522634,0.099511,0.438172,0.43705,0.847826,0.725,0.651163,0.56,0.875,0.666667,0.571795,0.690476,0.643603,0.132879,0.352113,0.471088,0.62069,0.216216,0.542857,0.357143,0.642857,0.521739,2
0.729911,0.869835,0.481675,0.598985,0.546632,0.726974,0.809524,0.657895,0.769231,0.647059,0.833333,0.470588,0.6025,0.070652,0.431034,0.515217,0.62954,0.749553,0.853659,0.428571,0.475,0.666667,0.470588,0.45,0.589806,0.121387,0.342222,0.455036,0.898608,0.769376,0.45,0.560976,0.674419,0.2,0.52381,0.454545,0.310891,0.062818,0.568992,0.612628,0.863271,0.590437,0.242424,0.263158,0.44186,0.043478,0.047619,0.045455,0.13555,0.094991,0.561431,0.653974,0.885135,0.632463,0.073171,0.102564,0.674419,0,0.090909,0.473684,0.324051,0.323077,0.471582,0.597876,0.904135,0.843943,0.1,0.432432,0.952381,0.315789,0.421053,0.75,0.407692,0.30123,0.525268,0.567108,0.665347,0.587189,0.690476,0.205128,0.475,0.708333,0.421053,0.105263,0.599462,0.350877,0.52,0.567138,0.556985,0.680431,0.780488,0.542857,0.590909,0.5,0.647059,0.636364,0.560847,0.270992,0.499048,0.616588,0.615804,0.622642,0.552632,0.790698,0.6,0.304348,0.047619,0.789474,0.234951,0.384966,0.492754,0.490405,0.837838,0.662522,0.27907,0.5,0.275,0.666667,0.090909,0.173913,0.669591,0.517606,0.441489,0.600321,0.858238,0.66791,0.309524,0.606061,0.840909,0.75,0.666667,0.4,0.512876,0.769912,0.493976,0.558394,0.617068,0.631206,0.694444,0.970588,0.882353,0.73913,0.555556,0.318182,0.539945,0.561922,0.440828,0.616588,0.772009,0.745303,0.722222,0.709677,0.857143,0.454545,0.529412,0.5,0.572314,0.479769,0.346084,0.611807,0.697856,0.715611,0.55814,0.424242,0.755556,0.666667,0.52381,0.611111,0.529661,0.491194,0.505728,0.431373,0.795714,0.835391,0.477273,0.684211,0.840909,0.529412,0.47619,0.72,0.203306,0.571227,0.507979,0.503864,0.916938,0.686335,0.309524,0.790698,0.840909,0.529412,0.333333,0.625,0.484517,0.427083,0.444444,0.610114,0.551075,0.433453,0.826087,0.775,0.627907,0.6,0.25,0.722222,0.64359,0.409524,0.451697,0.567291,0.544601,0.542517,0.793103,0.378378,0.457143,0.428571,0.571429,0.652174,8
0.229911,0.258264,0.089005,0.243655,0.507772,0.398026,0.047619,0.5,0.410256,0.529412,0.222222,0.176471,0.6425,0.596014,0.384013,0.206522,0.612591,0.681574,0.170732,0.809524,0.475,0.5,0.411765,0.6,0.696602,0.599229,0.231111,0.379496,0.829026,0.500945,0.95,0.365854,0.906977,0.6,0.666667,0.5,0.60396,0.572156,0.15969,0.295222,0.758713,0.469854,0.727273,0.421053,0.813953,0.73913,0.571429,0.454545,0.595908,0.602763,0.166407,0.438742,0.797297,0.501866,0.95122,0.564103,0.906977,0.666667,0.590909,0.315789,0.597468,0.674725,0.121352,0.537178,0.842105,0.564682,0.95,0.324324,0.619048,0.631579,0.789474,0.375,0.612821,0.555328,0.387443,0.310019,0.639604,0.686833,0.309524,0.666667,0.875,0.625,0.684211,0.684211,0.728495,0.376396,0.3536,0.224382,0.547794,0.687612,0.243902,0.542857,0.954545,0.333333,0.352941,0.5,0.776014,0.541985,0.590476,0.234742,0.547684,0.701887,0.447368,0.511628,0.955556,0.652174,0.666667,0.526316,0.499029,0.503417,0.094203,0.579957,0.797297,0.342806,0.697674,0.7,0.125,0.222222,0.590909,0.391304,0.511696,0.478873,0.117021,0.491172,0.818008,0.552239,0.690476,0.727273,0.522727,0.333333,0.722222,0.6,0.233906,0.309735,0.096386,0.218978,0.592998,0.555556,0.305556,0.264706,0.647059,0.391304,0.166667,0.454545,0.501377,0.295749,0.088757,0.234742,0.711061,0.528184,0.222222,0.516129,0.685714,0.636364,0.352941,0.458333,0.592975,0.445087,0.484517,0.407871,0.688109,0.727975,0.418605,0.666667,0.844444,0.666667,0.666667,0.444444,0.525424,0.455969,0.165303,0.506239,0.788571,0.621399,0.477273,0.315789,0.75,0.882353,0.714286,0.36,0.527273,0.574048,0.087766,0.553323,0.892508,0.347826,0.690476,0.511628,0.477273,0.529412,0.625,0.333333,0.728597,0.409226,0.595336,0.244698,0.516129,0.739209,0.043478,0.475,0.953488,0.68,0.625,0.222222,0.541026,0.295238,0.086162,0.178876,0.453052,0.205782,0.586207,0.594595,0.4,0.428571,0.642857,0.521739,9
0.654018,0.667355,0.306283,0.707276,0.777202,0.185855,0.380952,0.421053,0.794872,0.588235,0.611111,0.529412,0.1975,0.077899,0.612853,0.702174,0.661017,0.597496,0.268293,0.357143,0.25,0.041667,0.470588,0.4,0.497573,0.317919,0.457778,0.570144,0.168986,0.298677,0.5,0.731707,0.232558,0.15,0.333333,0.772727,0.631683,0.144312,0.299225,0.629693,0.592493,0.476091,0.848485,0.447368,0.046512,0.434783,0.428571,0.818182,0.519182,0.208981,0.343701,0.594371,0.400901,0.328358,0.756098,0.384615,0.232558,0.291667,0.363636,0.526316,0.587342,0.336264,0.321045,0.509863,0.195489,0.275154,0.65,0.621622,0.547619,0.263158,0.315789,0.791667,0.366667,0.190574,0.552833,0.623819,0.49703,0.620996,0.166667,0.538462,0,0.083333,0.315789,0.789474,0.233871,0.299841,0.568,0.733216,0.268382,0.549372,0.195122,0.685714,0.159091,0.208333,0.176471,0.136364,0.102293,0.122137,0.746667,0.763693,0.651226,0.560377,0.131579,0.627907,0.177778,0.086957,0.238095,0.105263,0.673786,0.389522,0.350242,0.558635,0.372587,0.195382,0.604651,0.266667,0.75,0.5,0.636364,0.826087,0.494152,0.514085,0.364362,0.516854,0.335249,0.274254,0.547619,0.818182,0.636364,0.625,0.444444,0.52,0.839056,0.575221,0.351807,0.770073,0.334792,0.316785,0.527778,0.529412,0.735294,0.608696,0.555556,0.818182,0.495868,0.406654,0.328402,0.763693,0.399549,0.221294,0.222222,0.483871,0.714286,0.045455,0.529412,0.208333,0.357438,0.352601,0.666667,0.597496,0.508772,0.531685,0.27907,0.575758,0.333333,0.125,0.333333,0.777778,0.631356,0.405088,0.345336,0.409982,0.371429,0.343621,0.386364,0.815789,0.409091,0.588235,0.285714,0.84,0.712397,0.590973,0.308511,0.355487,0.384365,0.135093,0.547619,0.627907,0.909091,0.588235,0.5,0.833333,0.240437,0.385417,0.768176,0.704731,0.768817,0.658273,0.434783,0.6,0.186047,0.16,0.333333,0.555556,0.279487,0.309524,0.328982,0.771721,0.612676,0.176871,0.793103,0.567568,0.6,0.642857,0.571429,0.086957,5
