@relation mw1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute c {FALSE,TRUE}

@data
0.147059,0.040816,0.04,0,0,0.04878,0.037037,0.128205,0.055556,0.173913,0.04,1,0.120301,0,0,0.154545,0.166667,0.198989,0.298501,0.061579,0.126214,0.177602,0.076923,0.061579,0.125656,0.479167,0.043478,0.041667,0.138889,0.102941,0.19797,0.161224,0.180952,0.121951,0.125749,0,0.146789,FALSE
0.058824,0,0,0,0.047619,0,0,0.307692,0,0,0,1,0,0,0,0.018182,0.333333,0.013711,0.04345,0.000508,0.004854,0.005656,0.415385,0.000508,0.003502,1,0,0,0,0.147059,0.002538,0.008163,0.009524,0.097561,0.02994,0.392118,0.009174,FALSE
0.058824,0,0.12,0,0.047619,0,0,0.115385,0,0,0,1,0.037594,0,0,0.072727,0.166667,0.058712,0.170541,0.00878,0.029126,0.041855,0.138462,0.00878,0.028015,1,0,0,0.046296,0.088235,0.038071,0.044898,0.07619,0.195122,0.065868,0.196118,0.06422,FALSE
0.058824,0.040816,0.08,0,0,0.04878,0.037037,0.24359,0.055556,0.173913,0.04,1,0.06015,0,0,0.072727,0,0.086838,0.129481,0.007397,0.033981,0.041855,0.169231,0.007397,0.029726,0.479167,0.043478,0.041667,0.064815,0.205882,0.043147,0.040816,0.114286,0.195122,0.053892,0,0.06422,FALSE
0,0.040816,0.04,0,0,0.04878,0.037037,0.358974,0.055556,0.173913,0.04,1,0.030075,0,0,0.045455,0,0.009976,0.058006,0.000682,0.004854,0.007919,0.338462,0.000681,0.003953,0.479167,0.043478,0.041667,0.027778,0.352941,0.007614,0.008163,0.009524,0.04878,0.023952,0,0.036697,FALSE
0.088235,0,0.2,0,0.02381,0,0,0.115385,0,0,0,1,0.06015,0,0,0.072727,0,0.236124,0.020204,0.001733,0.024272,0.033937,0.6,0.001733,0.021771,1,0,0,0.074074,0.088235,0.038071,0.030612,0.114286,0.02439,0.065868,0.106941,0.06422,FALSE
0.264706,0.081633,0.08,0,0.119048,0.097561,0.074074,0.128205,0.111111,0.173913,0.04,0.637363,0.082707,0.090909,1,0.227273,0.333333,0.126961,0.428851,0.081699,0.121359,0.150452,0.046154,0.081699,0.11947,1,0.086957,0.083333,0.083333,0.088235,0.14467,0.155102,0.219048,0.365854,0.227545,0.183882,0.220183,FALSE
0.058824,0.081633,0.08,0,0.119048,0.097561,0.074074,0.410256,0.111111,0.173913,0.08,1,0.067669,0,0,0.063636,0,0.057965,0.065175,0.001947,0.014563,0.019231,0.307692,0.001947,0.01238,0.302083,0.086957,0.083333,0.064815,0.25,0.017766,0.020408,0.057143,0.121951,0.077844,0.420118,0.055046,FALSE
0.264706,0.122449,0.24,0,0.190476,0.146341,0.111111,0.166667,0.166667,0.173913,0.08,0.725275,0.157895,0,0,0.245455,0,0.184443,0.209646,0.03082,0.087379,0.102941,0.107692,0.030819,0.085469,0.21875,0.130435,0.125,0.166667,0.117647,0.111675,0.095918,0.295238,0.317073,0.257485,0.254353,0.238532,TRUE
0.058824,0.040816,0.08,0,0.095238,0.04878,0.037037,0.269231,0.055556,0.173913,0.04,1,0.045113,0,0,0.063636,0.333333,0.057746,0.141212,0.006331,0.024272,0.033937,0.169231,0.006331,0.023412,0.479167,0.043478,0.041667,0.046296,0.176471,0.035533,0.032653,0.085714,0.195122,0.071856,0.362,0.055046,FALSE
0.058824,0,0,0,0.047619,0,0,0.24359,0,0,0,1,0,0,0,0.027273,0.166667,0.032037,0.058657,0.001149,0.009709,0.012443,0.338462,0.001149,0.007414,1,0,0,0,0.132353,0.010152,0.014286,0.028571,0.097561,0.035928,0.336118,0.018349,FALSE
0.088235,0.081633,0.16,0,0,0.097561,0.074074,0.410256,0.111111,0.173913,0.08,1,0.090226,0,0,0.063636,0,0.130697,0.065175,0.003671,0.024272,0.036199,0.307692,0.003671,0.024456,0.302083,0.086957,0.083333,0.092593,0.323529,0.040609,0.032653,0.114286,0.097561,0.053892,0,0.055046,FALSE
0.176471,0.081633,0.24,0,0.071429,0.097561,0.074074,0.115385,0.111111,0.173913,0.08,1,0.135338,0,0,0.254545,0.166667,0.169238,0.280252,0.047765,0.106796,0.126697,0.076923,0.047766,0.102849,0.302083,0.086957,0.083333,0.148148,0.102941,0.13198,0.122449,0.266667,0.317073,0.215569,0.106941,0.247706,FALSE
0.029412,0.040816,0,0,0.02381,0.04878,0.037037,0.269231,0.055556,0.173913,0,0.450549,0.037594,0,0,0.063636,0,0.034278,0.048881,0.000935,0.009709,0.012443,0.384615,0.000935,0.006732,0.479167,0.043478,0.041667,0.037037,0.235294,0.007614,0.016327,0.019048,0.073171,0.047904,0.117647,0.055046,FALSE
0.088235,0.122449,0.12,0,0,0.146341,0.111111,0.230769,0.166667,0.173913,0.12,1,0.135338,0,0,0.172727,0,0.216392,0.097762,0.010205,0.053398,0.071267,0.230769,0.010205,0.052192,0.21875,0.130435,0.125,0.138889,0.220588,0.06599,0.07551,0.180952,0.146341,0.125749,0,0.165138,FALSE
0.058824,0,0,0,0.095238,0,0,0.307692,0,0,0,1,0,0,0,0.018182,0.333333,0.014195,0.021725,0.000219,0.004854,0.003394,0.584615,0.000218,0.002008,1,0,0,0,0.117647,0.002538,0.004082,0.009524,0.04878,0.041916,0.588235,0.009174,FALSE
0.058824,0,0,0,0.047619,0,0,0.115385,0,0,0,1,0,0,0,0.072727,0.166667,0.043639,0.144905,0.005505,0.019417,0.035068,0.153846,0.005505,0.019708,1,0,0,0,0.088235,0.030457,0.038776,0.038095,0.097561,0.065868,0.196118,0.06422,FALSE
0.029412,0.040816,0.08,1,0,0.04878,0.037037,0.089744,0.055556,0.173913,0.04,1,0.150376,0,0,0.063636,0,0.425533,0.089507,0.016679,0.092233,0.117647,0.246154,0.016679,0.092126,0.479167,0.043478,0.041667,0.175926,0.088235,0.129442,0.108163,0.295238,0.097561,0.137725,0.752941,0.201835,FALSE
0.147059,0,0.16,0,0.02381,0,0,0.128205,0,0,0,1,0.045113,0,0,0.063636,0,0.18998,0.021725,0.001505,0.019417,0.029412,0.584615,0.001504,0.018214,1,0,0,0.055556,0.073529,0.032995,0.026531,0.095238,0.02439,0.071856,0.117647,0.055046,FALSE
0.029412,0.040816,0.08,1,0,0.04878,0.037037,0.089744,0.055556,0.173913,0.04,1,0.150376,0,0,0.063636,0.166667,0.425533,0.089507,0.016679,0.092233,0.117647,0.246154,0.016679,0.092126,0.479167,0.043478,0.041667,0.175926,0.088235,0.129442,0.108163,0.295238,0.097561,0.137725,0.752941,0.201835,FALSE
0.029412,0,0.16,0,0,0,0,0.166667,0,0,0,1,0.037594,0,0,0.045455,0,0.14454,0.031501,0.001673,0.019417,0.027149,0.492308,0.001673,0.016917,1,0,0,0.046296,0.147059,0.027919,0.026531,0.085714,0.04878,0.02994,0,0.036697,FALSE
0,0,0.04,0.25,0.02381,0,0,0.205128,0,0,0,1,0.030075,0,0,0,0,0.07238,0.13035,0.006518,0.029126,0.045249,0.169231,0.006518,0.025884,1,0,0,0.037037,0.176471,0.045685,0.044898,0.057143,0.073171,0.023952,0.840353,0.027523,FALSE
0.088235,0.122449,0.12,0,0.095238,0.146341,0.111111,0.384615,0.166667,0.173913,0.12,1,0.105263,0.090909,0,0.1,0.333333,0.065304,0.0869,0.003213,0.019417,0.026018,0.246154,0.003213,0.01704,0.739583,0.130435,0.125,0.101852,0.264706,0.022843,0.028571,0.066667,0.146341,0.101796,0.276824,0.091743,FALSE
0.176471,0.285714,0.28,0,0.119048,0.170732,0.296296,0.358974,0.166667,0.202609,0.2,0.637363,0.233083,0,0,0.263636,0,0.128983,0.269607,0.035446,0.082524,0.100679,0.076923,0.035446,0.078633,0.072917,0.173913,0.145833,0.212963,0.294118,0.086294,0.112245,0.190476,0.341463,0.233533,0.163412,0.256881,FALSE
0.264706,0.55102,0.24,0,0.095238,0.195122,0.777778,0.602564,0.222222,0.173913,0.8,0.945055,0.43609,0,0,0.4,0.333333,0.211646,0.68564,0.30641,0.291262,0.317873,0.015385,0.30641,0.290288,0.010417,0.173913,0.166667,0.342593,0.529412,0.284264,0.344898,0.457143,0.634146,0.335329,0.094118,0.394495,FALSE
0.058824,0.122449,0.2,0,0.02381,0.097561,0.111111,0.551282,0.055556,0.347826,0.04,0.450549,0.112782,0.136364,1,0.063636,0,0.094045,0.114491,0.006454,0.029126,0.040724,0.2,0.006453,0.028582,1,0.130435,0.083333,0.111111,0.441176,0.035533,0.044898,0.104762,0.195122,0.053892,0.117647,0.055046,FALSE
0,0,0.04,0,0,0,0,0.166667,0,0,0,1,0.007519,0,0,0.045455,0.166667,0.01982,0.10428,0.002131,0.009709,0.014706,0.215385,0.002131,0.009224,1,0,0,0.009259,0.176471,0.01269,0.016327,0.028571,0.146341,0.023952,0,0.036697,FALSE
0.352941,0.44898,0.56,0,0.261905,0.463415,0.407407,0.333333,0.444444,0.206957,0.32,0.725275,0.428571,0.227273,0,0.390909,0,0.3735,0.242233,0.075146,0.18932,0.207014,0.092308,0.075145,0.185481,0.479167,0.478261,0.395833,0.425926,0.235294,0.215736,0.2,0.504762,0.317073,0.389222,0.231059,0.385321,TRUE
0,0,0,0,0,0,0,0.410256,0,0,0,1,0,0,0,0.009091,0.166667,0.015205,0.010862,0.000113,0.004854,0.002262,0.738462,0.000112,0.001303,1,0,0,0,0.352941,0.002538,0.002041,0.009524,0.02439,0,0,0,FALSE
0.058824,0,0,0,0.047619,0,0,0.24359,0,0,0,1,0,0,0,0.027273,0.166667,0.032037,0.058657,0.001149,0.009709,0.012443,0.338462,0.001149,0.007414,1,0,0,0,0.132353,0.010152,0.014286,0.028571,0.097561,0.035928,0.336118,0.018349,FALSE
0.470588,0.387755,0.28,0,0.404762,0.146341,0.555556,0.397436,0.166667,0.173913,0.16,0.241758,0.338346,0,0,0.436364,0.166667,0.239947,0.522485,0.204513,0.252427,0.269231,0.030769,0.204513,0.250519,0.020833,0.130435,0.125,0.277778,0.264706,0.220812,0.308163,0.495238,0.682927,0.479042,0.298471,0.431193,FALSE
0.058824,0,0,0,0.095238,0,0,0.24359,0,0,0,1,0,0,0,0.027273,0.166667,0.057042,0.081469,0.002653,0.014563,0.023756,0.261538,0.002653,0.01458,1,0,0,0,0.102941,0.01269,0.032653,0.038095,0.146341,0.047904,0.522824,0.018349,FALSE
0,0,0.04,0,0.02381,0,0,0.410256,0,0,0,1,0.007519,0,0,0.009091,0,0.006021,0,0,0,0,1,0,0,1,0,0,0.009259,0.279412,0,0,0,0,0.005988,0.294118,0,FALSE
0.235294,0.326531,0.2,0,0.238095,0.390244,0.296296,0.320513,0.444444,0.173913,0.16,0.516484,0.293233,0,0,0.3,1,0.213931,0.253965,0.049159,0.116505,0.144796,0.092308,0.049159,0.115788,0.072917,0.347826,0.333333,0.287037,0.235294,0.124365,0.161224,0.257143,0.292683,0.299401,0.261412,0.293578,FALSE
0.058824,0.122449,0.16,0,0,0.146341,0.111111,0.410256,0.166667,0.173913,0.08,0.725275,0.105263,0,0,0.090909,0,0.10468,0.096024,0.005357,0.029126,0.038462,0.230769,0.005357,0.027096,0.21875,0.130435,0.125,0.101852,0.382353,0.030457,0.044898,0.104762,0.195122,0.065868,0,0.082569,TRUE
0.323529,0.040816,0.12,0,0.071429,0.04878,0.037037,0.089744,0.055556,0.173913,0.04,1,0.12782,0,0,0.2,0,0.179829,0.340647,0.071697,0.131068,0.179864,0.061538,0.071698,0.129788,0.479167,0.043478,0.041667,0.148148,0.058824,0.208122,0.157143,0.190476,0.146341,0.209581,0.130706,0.192661,FALSE
0.176471,0,0.08,0.125,0.214286,0,0,0.076923,0,0,0,1,0.082707,0,0,0.1,0,0.175873,0.327612,0.065486,0.126214,0.175339,0.061538,0.065486,0.122769,1,0,0,0.101852,0.029412,0.172589,0.177551,0.161905,0.146341,0.161677,0.539176,0.110092,FALSE
0.441176,0.612245,0.4,0,0.261905,0.609756,0.555556,0.333333,0.555556,0.217391,0.36,0.593407,0.518797,0.545455,0,0.518182,0,0.287278,0.354769,0.117194,0.208738,0.227376,0.061538,0.117194,0.205414,0.802083,0.652174,0.520833,0.5,0.264706,0.22335,0.230612,0.485714,0.439024,0.491018,0.184824,0.513761,TRUE
0.147059,0.122449,0.52,0,0.166667,0.097561,0.111111,0.192308,0.111111,0.173913,0.12,1,0.18797,0,0,0.209091,0.333333,0.295408,0.096676,0.013291,0.072816,0.089367,0.230769,0.013291,0.069033,0.21875,0.086957,0.083333,0.203704,0.147059,0.088832,0.089796,0.247619,0.146341,0.203593,0.257412,0.201835,FALSE
0.176471,0.040816,0.24,0,0.119048,0.04878,0.037037,0.179487,0.055556,0.173913,0.04,1,0.090226,0,0,0.1,0,0.219073,0.042146,0.003327,0.029126,0.044118,0.415385,0.003327,0.029438,0.479167,0.043478,0.041667,0.101852,0.102941,0.050761,0.038776,0.133333,0.04878,0.125749,0.326824,0.091743,FALSE
0.058824,0.040816,0.08,0,0.02381,0.04878,0.037037,0.269231,0.055556,0.173913,0.04,1,0.052632,0,0,0.063636,0,0.107537,0.075168,0.00381,0.024272,0.035068,0.276923,0.00381,0.022902,0.479167,0.043478,0.041667,0.055556,0.205882,0.038071,0.032653,0.095238,0.097561,0.053892,0.117647,0.055046,FALSE
0.382353,0.693878,0.36,0,0.190476,0.634146,0.62963,0.371795,0.5,0.251304,0.28,0.384615,0.548872,0.5,0,0.536364,0.166667,0.307625,0.472083,0.211746,0.286408,0.306561,0.030769,0.211746,0.285551,0.65625,0.73913,1,0.518519,0.308824,0.299492,0.312245,0.571429,0.512195,0.473054,0.136353,0.53211,FALSE
0.058824,0.244898,0.24,0,0.071429,0.243902,0.222222,0.487179,0.222222,0.217391,0.2,0.846154,0.195489,0,0,0.145455,0,0.127796,0.206387,0.021965,0.063107,0.087104,0.107692,0.021965,0.061305,0.104167,0.26087,0.208333,0.185185,0.411765,0.076142,0.095918,0.133333,0.195122,0.11976,0.168118,0.137615,FALSE
0.058824,0.081633,0,0,0.047619,0,0.111111,0.179487,0,0,0,0.175824,0.06015,0,0,0.218182,0.333333,0.14577,0.220943,0.027582,0.072816,0.100679,0.107692,0.027583,0.072867,0.21875,0,0,0.046296,0.176471,0.083756,0.114286,0.152381,0.219512,0.161677,0.084,0.211009,FALSE
0.235294,0.306122,0.16,0,0.119048,0.292683,0.296296,0.384615,0.277778,0.208696,0.12,0.384615,0.240602,0.136364,0,0.245455,0,0.052648,0.532262,0.063689,0.07767,0.099548,0.030769,0.063688,0.075423,0.416667,0.304348,0.25,0.222222,0.294118,0.093909,0.104082,0.12381,0.414634,0.233533,0.173059,0.238532,FALSE
0.294118,0.081633,0.28,0.1875,0.166667,0.097561,0.074074,0.064103,0.111111,0.173913,0.08,1,0.142857,0,0,0.381818,0.333333,0.229576,0.29937,0.070273,0.145631,0.165158,0.076923,0.070273,0.143247,0.302083,0.086957,0.083333,0.157407,0.058824,0.180203,0.153061,0.390476,0.365854,0.365269,0.217882,0.40367,FALSE
0.058824,0,0.04,0,0.047619,0,0,0.089744,0,0,0,1,0.007519,0,0,0.090909,0.166667,0.05924,0.04345,0.001161,0.009709,0.013575,0.415385,0.001161,0.00938,1,0,0,0.009259,0.073529,0.020305,0.008163,0.07619,0.097561,0.077844,0.168118,0.082569,FALSE
0.058824,0.244898,0.24,0,0.071429,0.243902,0.222222,0.512821,0.222222,0.217391,0.2,0.846154,0.18797,0,0,0.136364,0,0.126917,0.158592,0.013949,0.048544,0.069005,0.138462,0.013949,0.048393,0.104167,0.26087,0.208333,0.175926,0.426471,0.055838,0.079592,0.12381,0.195122,0.113772,0.176471,0.12844,FALSE
0.411765,0.040816,0.28,0,0.166667,0.04878,0.037037,0.064103,0.055556,0.173913,0,0.450549,0.218045,0,0,0.290909,0,0.393935,0.35151,0.154213,0.276699,0.306561,0.061538,0.154213,0.273183,0.479167,0.043478,0.041667,0.259259,0.044118,0.329949,0.287755,0.514286,0.292683,0.311377,0.200824,0.284404,FALSE
0.088235,0.122449,0.2,0,0.095238,0.04878,0.148148,0.166667,0.055556,0.173913,0.16,1,0.142857,0,0,0.318182,0.166667,0.204043,0.268086,0.051937,0.116505,0.138009,0.076923,0.051936,0.116561,0.166667,0.043478,0.041667,0.138889,0.147059,0.124365,0.14898,0.314286,0.390244,0.245509,0.114824,0.311927,FALSE
0.323529,0.326531,0.48,0,0.380952,0.317073,0.296296,0.217949,0.333333,0.188696,0.24,0.758242,0.406015,0.090909,0,0.436364,0.333333,0.26548,0.422116,0.15041,0.228155,0.257919,0.046154,0.150409,0.224674,0.302083,0.304348,0.270833,0.425926,0.161765,0.266497,0.25102,0.419048,0.365854,0.443114,0.285176,0.431193,FALSE
0.205882,0.204082,0.16,0,0.190476,0.243902,0.185185,0.192308,0.277778,0.173913,0.16,0.813187,0.203008,0.136364,0,0.318182,0.166667,0.151176,0.539431,0.145249,0.174757,0.199095,0.030769,0.145249,0.17208,0.65625,0.217391,0.208333,0.203704,0.147059,0.215736,0.185714,0.342857,0.487805,0.293413,0.209176,0.311927,FALSE
0.117647,0.163265,0.08,0.125,0,0,0.259259,0.628205,0,0,0.04,0.175824,0.135338,0,0,0.109091,0.166667,0.118304,0.184662,0.017031,0.053398,0.069005,0.123077,0.01703,0.052072,0.09375,0,0,0.101852,0.544118,0.055838,0.079592,0.152381,0.292683,0.101796,0.147059,0.119266,FALSE
0.088235,0.285714,0.08,0,0.333333,0.170732,0.259259,0.923077,0.111111,0.304348,0.24,0.868132,0.157895,0.181818,0,0.081818,0,0.049791,0.241147,0.014358,0.033981,0.050905,0.092308,0.014357,0.034252,0.614583,0.217391,0.166667,0.12963,0.397059,0.048223,0.053061,0.07619,0.219512,0.149701,0.658824,0.073394,FALSE
0.029412,0.040816,0.16,0,0.071429,0.04878,0.037037,0.269231,0.055556,0.173913,0.04,1,0.097744,0,0,0.063636,0,0.142694,0.148816,0.013822,0.053398,0.079186,0.153846,0.013822,0.050648,0.479167,0.043478,0.041667,0.111111,0.191176,0.073604,0.083673,0.104762,0.097561,0.05988,0.294118,0.055046,TRUE
0.058824,0.102041,0,0,0.166667,0,0.148148,0.205128,0,0,0,0.120879,0.075188,0,0,0.254545,0.333333,0.113426,0.311536,0.041469,0.082524,0.113122,0.061538,0.041469,0.080782,0.166667,0,0,0.055556,0.176471,0.093909,0.128571,0.133333,0.243902,0.215569,0.222588,0.247706,FALSE
0,0.204082,0.36,0,0.047619,0.170732,0.185185,0.75641,0.111111,0.304348,0.2,1,0.165414,0,0,0.072727,0,0.200352,0.061264,0.004905,0.033981,0.049774,0.323077,0.004905,0.034526,0.135417,0.217391,0.145833,0.157407,0.661765,0.048223,0.05102,0.142857,0.097561,0.053892,0.196118,0.06422,FALSE
0.147059,0.081633,0.24,0,0.119048,0.097561,0.074074,0.153846,0.111111,0.173913,0.08,1,0.097744,0,0,0.2,0.333333,0.197539,0.245275,0.043104,0.106796,0.131222,0.092308,0.043104,0.104522,0.302083,0.086957,0.083333,0.101852,0.117647,0.129442,0.132653,0.257143,0.268293,0.185629,0.202824,0.192661,FALSE
0.088235,0.040816,0.16,0,0.02381,0.04878,0.037037,0.217949,0.055556,0.173913,0.04,1,0.075188,0,0,0.081818,0.5,0.106262,0.121443,0.00781,0.033981,0.054299,0.184615,0.007809,0.033227,0.479167,0.043478,0.041667,0.083333,0.176471,0.060914,0.04898,0.085714,0.073171,0.071856,0.098,0.073394,FALSE
0.088235,0.040816,0.16,0,0.071429,0.04878,0.037037,0.179487,0.055556,0.173913,0.04,1,0.06015,0,0,0.1,0.333333,0.085432,0.121225,0.00657,0.029126,0.040724,0.184615,0.00657,0.027749,0.479167,0.043478,0.041667,0.064815,0.132353,0.038071,0.042857,0.095238,0.170732,0.095808,0.220588,0.091743,FALSE
0,0,0.04,0,0,0,0,0.24359,0,0,0,1,0.022556,0,0,0.027273,0,0.043243,0.016294,0.000333,0.004854,0.00905,0.646154,0.000332,0.004034,1,0,0,0.027778,0.235294,0.010152,0.008163,0.019048,0,0.011976,0,0.018349,FALSE
0.029412,0.204082,0.08,0,0,0.243902,0.185185,0.474359,0.277778,0.173913,0.2,1,0.150376,0,0,0.127273,0.333333,0.148583,0.11058,0.008878,0.043689,0.058824,0.2,0.008878,0.041015,0.135417,0.217391,0.208333,0.138889,0.470588,0.06599,0.053061,0.142857,0.121951,0.083832,0,0.119266,FALSE
0,0,0,0,0,0,0,0.205128,0,0,0,1,0,0,0,0.036364,0.666667,0.062931,0.160547,0.008318,0.029126,0.045249,0.138462,0.008318,0.027927,1,0,0,0,0.191176,0.045685,0.044898,0.066667,0.121951,0.017964,0,0.027523,FALSE
0.058824,0,0,0,0.02381,0,0,0.205128,0,0,0,1,0,0,0,0.036364,0.166667,0.033927,0.084727,0.002024,0.014563,0.019231,0.261538,0.002023,0.010453,1,0,0,0,0.132353,0.017766,0.020408,0.028571,0.073171,0.035928,0.168118,0.027523,FALSE
