@relation spambase-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000442,0
0,0,0,0,0,0,0,0,0,0.042904,0,0,0,0,0,0,0,0,0.0832,0,0,0,0,0,0.037446,0.046819,0,0.171617,0,0,0,0,0,0,0,0.10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028507,0,0,0,0,0.001336,0.001001,0.005556,0
0,0.032213,0.090196,0,0.138,0,0,0.166517,0,0.050605,0.176245,0,0,0,0,0.046,0,0,0.049067,0.025303,0.124212,0,0,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0.20029,0,0,0.096639,0,0,0,0,0,0,0,0,0,0.007383,0,0.024478,0.036149,0,0.003512,0.006508,0.014078,1
0,0,0,0,0,0,0,0,0,0,0,0.078594,0,0,0,0,0,0,0.040533,0,0.137714,0,0,0,0.516563,0,0,0,0,0,0,0,0,0,0,0,0.110305,0,0,0,0,0,0.212885,0,0,0,0,0,0.085975,0,0.023034,0,0,0,0.003456,0.003004,0.017235,0
0,0,0.070588,0,0,0,0,0,0.068441,0,0,0,0,0,0,0,0,0.039604,0.098133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242,0,0,0,0,0.000251,0.0002,0.004293,0
0.0837,0,0.372549,0,0.114,0,0,0,0.072243,0.020902,0,0,0,0,0,0,0,0,0.020267,0.041804,0,0,0,0,0.018243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030944,0.009828,0,0.266909,0.117741,0.074432,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369179,0.230492,0.115212,0.422442,0.268908,0.653061,0.3072,0.806723,0,0.806723,0.192,0.49935,0,0,0,0.806723,0,0,0,0,0,0,0,0,0,0.111977,0,0,0,0,0.001733,0.001001,0.001957,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141457,0,0,0,0,0,0,0,0,0,0,0,0.000316,0
0,0,0,0,0,0,0,0,0,0.056106,0,0.105481,0,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0.070468,0.015792,0,0.004742,0,0,0.002092,0.004706,0.004735,0
0,0,0.07451,0,0.038,0.064626,0,0,0.072243,0,0,0.16029,0,0,0,0,0,0,0.061867,0,0.034203,0,0,0,0.036966,0.046218,0.011401,0,0,0,0,0,0.106161,0,0,0,0,0,0.034203,0,0,0,0,0,0.054155,0,0,0,0,0.006255,0,0,0,0,0.001773,0.003304,0.007955,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268908,0,0,0,0,0,0,0,0,0,0,0.120606,0,0.000227,0.0001,0.000568,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000648,0.0002,0.000694,0
0.013216,0,0.070588,0,0.012,0,0,0.005401,0.011407,0,0.045977,0.068252,0,0,0,0.003,0.02521,0.006601,0.032,0,0.070207,0,0,0,0.095535,0.02521,0,0,0,0.030612,0.0144,0,0,0,0.003,0,0.026125,0,0,0,0,0.004202,0,0,0,0,0,0.024,0.001824,0.010152,0,0,0.001333,0.000807,0.000882,0.002603,0.059343,0
0,0,0.056863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.152146,0,0,0,0,0,0.040616,0,0.0145,0.013539,0,0,0,0,0.018253,0,0.001355,0,0,0.000605,0.000901,0.011301,0
0,0,0,0,0,0,0,0,0,0,0,0.338159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373272,0,0.052908,0.011895,0,0,0,0,0.000886,0.000801,0.005177,0
0,0,0.237255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056489,0,0,0,0.048347,0.021739,0,0,0.035316,0,0.002063,0.002303,0.004482,1
0.030837,0.020308,0.086275,0,0.088,0.04932,0,0,0.279468,0.080858,0.05364,0.197518,0.052252,0,0.131519,0.0145,0,0.178218,0.125333,0.007701,0.211521,0,0.133945,0.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002358,0,0.030882,0.035815,0.00237,0.005086,0.021626,0.056629,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195936,0,0,0,0,0,0,0,0,0,0,0,0,0.119873,0,0,0,0,0.001392,0.002002,0.004735,0
0.022026,0.007003,0.139216,0,0.061,0.05102,0.055021,0.009001,0.269962,0.044554,0.038314,0.051706,0,0,0,0.005,0,0.122112,0.118933,0.027503,0.182718,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.009001,0,0,0,0,0,0,0,0,0,0,0,0.06469,0.03002,0.065967,0.001664,0.001985,0.005507,0.06572,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726,0.0004,0.000505,0
0,0,0,0,0,0,0,0,0,0,0,0.088935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060224,0,0,0,0.260726,0,0,0.111834,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0.006358,0,0,0,0,0.000191,0.000501,0.004293,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020862,0,0,0,0.020714,0,0,0,0,0.000908,0.001001,0.005114,0
0.090308,0,0.080392,0,0,0.069728,0,0,0,0,0,0.214064,0,0,0,0.0205,0,0,0.376,0,0.223222,0,0.150459,0.0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029866,0.024821,0,0.028272,0.03344,0.028346,1
0,0,0,0,0.042,0.071429,0.057772,0,0,0,0,0.043433,0,0,0,0,0,0,0.0448,0,0.037804,0.515789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006358,0,0.005758,0,0.050532,0.00631,0.007309,0.031061,1
0,0,0,0,0,0,0,0,0,0.051155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027903,0,0,0,0,0,0.051155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048708,0.038716,0,0,0,0.00308,0.003204,0.009091,0
0.072687,0.023109,0.194118,0,0,0.112245,0,0,0,0,0,0.034126,0,0,0,0,0,0,0.141333,0,0.029703,0,0,0,0.095535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046218,0,0,0,0.015406,0,0,0,0,0,0,0.00157,0,0,0.000714,0.002703,0.008396,0
0.037445,0,0.05098,0,0.008,0.013605,0,0.007201,0.015209,0.0044,0.065134,0.01758,0.014414,0,0,0.004,0.036415,0,0.093333,0,0.10261,0,0,0,0.092655,0.031212,0,0.018702,0,0,0.0208,0,0.009351,0,0.013,0.010403,0.114659,0,0,0,0,0,0,0,0.003735,0,0,0,0,0.00646,0,0.00117,0,0,0.000599,0.001902,0.04072,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12605,0,0,0,0,0,0,0,0,0,0,0,0.000253,0
0,0,0.078431,0,0,0,0,0,0,0,0,0.041365,0,0,0,0,0,0,0,0,0.036004,0,0,0,0.668747,0.048619,0,0,0,0,0,0,0,0,0,0,0.058055,0,0,0,0,0,0,0,0,0,0,0,0.468187,0.198113,0.014702,0,0,0,0.004642,0.001902,0.037374,0
0,0,0.037255,0,0,0,0,0,0,0,0,0.081696,0,0,0,0.0195,0,0,0.0528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026611,0,0,0,0.00887,0.053968,0,0,0,0,0,0.000893,0,0,0.000119,0.001001,0.009722,0
0,0.032913,0,0,0.047,0,0,0,0,0,0.180077,0,0,0,0,0.0235,0,0.10451,0.101333,0,0.127813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005742,0,0,0,0,0.005611,0.018122,0.022601,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010254,0,0,0,0,0.001362,0.003204,0.007828,1
0,0,0.162745,0,0.041,0,0,0,0,0,0,0,0.073874,0,0,0,0,0,0.1776,0,0,0,0,0,0,0,0.037504,0,0,0,0,0.086134,0,0.086134,0,0,0,0,0,0,0,0,0,0,0.019141,0,0,0,0,0.006665,0,0.006004,0,0,0.000403,0.002103,0.005682,0
0.035242,0.022409,0.127451,0,0.032,0,0.022008,0,0,0.026953,0.061303,0,0.028829,0,0.036281,0.008,0,0.089109,0.017067,0.008801,0.088209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033613,0,0,0,0,0,0,0,0,0,0,0,0.023801,0.013327,0.004034,0.005071,0.013116,0.060227,1
0,0.063025,0,0,0,0,0,0,0,0,0,0.093071,0,0,0,0,0,0.19912,0.3392,0,0.081008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014971,0,0.008991,0,0,0.001816,0.003704,0.004672,1
0,0.078431,0,0,0,0,0,0,0.212928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067227,0.067207,0,0,0,0,0,0,0,0,0,0.162554,0,0,0,0,0,0,0,0,0,0,0.112,0.082326,0,0,0,0,0,0.001702,0.001502,0.007197,0
0,0,0,0,0,0,0.061898,0,0,0.024752,0.084291,0.022751,0,0,0.049887,0.011,0,0.024202,0.084267,0,0.10171,0.780117,0.165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001139,0.024988,0.079883,0.011744,0.011314,0.083523,1
0,0,0,0,0,0,0,0,0,0,0,0.239917,0,0,0,0,0,0,0.061867,0,0.10441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0.076292,0,0.004557,0,0,0.000882,0.001702,0.004419,0
0,0,0,0,0,0.107143,0.086657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102116,0,0.000228,0.001101,0.010922,1
0.030837,0.009804,0.056863,0,0.029,0.04932,0,0.026103,0,0,0.111111,0,0.025225,0,0,0.0435,0.040616,0.047305,0.1952,0,0.117912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04209,0,0,0,0,0,0,0,0.027077,0,0,0,0,0.002461,0,0.008159,0,0,0.001926,0.003704,0.027525,1
