@relation waveform-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x39 numeric
@attribute x40 numeric
@attribute class {0,1,2}

@data
0.502177,0.566265,0.491656,0.146369,0.228036,0.262443,0.293043,0.203505,0.079249,0.158664,0.26101,0.744259,0.699134,0.775952,0.711487,0.742911,0.718456,0.588843,0.727165,0.516171,0.507524,0.436155,0.406897,0.589595,0.501971,0.450269,0.557692,0.538251,0.721024,0.281792,0.505464,0.262121,0.608504,0.628057,0.443182,0.553285,0.588674,0.472183,0.866959,0.438621,2
0.438316,0.463186,0.70475,0.721788,0.755183,0.766516,0.873913,0.617332,0.604797,0.556367,0.445757,0.292276,0.367965,0.242215,0.343722,0.427221,0.376648,0.434917,0.390273,0.391979,0.725034,0.658537,0.571034,0.540462,0.413929,0.541667,0.42033,0.435792,0.456873,0.482659,0.510929,0.610606,0.828446,0.400257,0.481534,0.383942,0.347243,0.289586,0.869883,0.444138,1
0.465893,0.566265,0.774069,0.480447,0.574531,0.557466,0.769565,0.581305,0.450469,0.504175,0.203008,0.370564,0.319264,0.583045,0.403384,0.333648,0.411488,0.44938,0.543298,0.408797,0.377565,0.648494,0.358621,0.634393,0.565046,0.512097,0.232143,0.545082,0.541779,0.547688,0.394809,0.628788,0.461877,0.428571,0.522727,0.470073,0.374069,0.470756,0.407895,0.442759,0
0.554427,0.354752,0.213094,0.385475,0.333662,0.304977,0.333043,0.46446,0.004171,0.52714,0.75188,0.509395,0.890693,0.533737,0.654497,0.567108,0.564972,0.573347,0.677343,0.580854,0.407661,0.305595,0.497931,0.686416,0.362681,0.313172,0.460165,0.483607,0.48248,0.413295,0.756831,0.268182,0.228739,0.45045,0.380682,0.614599,0.494784,0.445078,0.442982,0.462069,2
0.09434,0.607764,0.435173,0.635754,0.271471,0.328507,0.135652,0.346641,0.192909,0.32881,0.330827,0.358038,0.641775,0.650519,0.692787,0.808129,0.744821,0.633264,0.739027,0.567917,0.443228,0.621234,0.532414,0.527457,0.545335,0.658602,0.337912,0.270492,0.272237,0.562139,0.594262,0.363636,0.507331,0.356499,0.363636,0.613139,0.448584,0.616262,0.366959,0.557241,2
0.393324,0.601071,0.504493,0.658101,0.640671,0.58009,0.690435,0.759494,0.631908,0.498956,0.400644,0.411273,0.40368,0.215398,0.214604,0.23535,0.549906,0.333678,0.510083,0.505821,0.290014,0.328551,0.493793,0.398844,0.57293,0.330645,0.523352,0.465847,0.439353,0.732659,0.54918,0.616667,0.646628,0.391248,0.451705,0.471533,0.5231,0.422254,0.466374,0.78069,1
0.240929,0.511379,0.516046,0.46257,0.413623,0.439819,0.535652,0.421616,0.453597,0.670146,0.385607,0.584551,0.55303,0.264706,0.504007,0.468809,0.592279,0.55062,0.594306,0.423027,0.621067,0.466284,0.605517,0.49422,0.576873,0.545699,0.381868,0.519126,0.563342,0.393064,0.596995,0.201515,0.357771,0.7426,0.204545,0.39708,0.33532,0.643367,0.580409,0.748966,0
0.522496,0.483266,0.537869,0.393296,0.404738,0.314932,0.18087,0.164557,0.15537,0.388309,0.243824,0.563674,0.856061,0.451557,0.765806,0.759924,0.581921,0.543388,0.446026,0.309185,0.595075,0.411765,0.44,0.485549,0.335085,0.530914,0.377747,0.386612,0.597035,0.209538,0.26776,0.54697,0.752199,0.684685,0.326705,0.343066,0.274218,0.677603,0.292398,0.446897,2
0.451379,0.43909,0.359435,0.113966,0.281343,0.378281,0.345217,0.473223,0.462982,0.276618,0.498389,0.515658,0.568182,0.684256,0.692787,0.550095,0.474576,0.521694,0.658363,0.586028,0.110807,0.658537,0.350345,0.738439,0.480946,0.560484,0.410714,0.286885,0.53504,0.473988,0.468579,0.610606,0.548387,0.593308,0.504261,0.490511,0.609538,0.453638,0.694444,0.502069,2
0.426705,0.31593,0.563543,0.782123,0.597236,0.534842,0.745217,0.801363,0.577685,0.586639,0.546724,0.216075,0.335498,0.273356,0.251113,0.236295,0.438795,0.318182,0.468565,0.445019,0.46238,0.635581,0.4,0.192197,0.420499,0.420699,0.673077,0.463115,0.390836,0.601156,0.564208,0.487879,0.618768,0.458172,0.504261,0.581022,0.345753,0.43224,0.372807,0.517241,1
0.391872,0.568942,0.602054,0.388827,0.471866,0.420814,0.306957,0.462512,0.377477,0.367432,0.497315,0.464509,0.501082,0.504325,0.497774,0.523629,0.673258,0.768595,0.641756,0.623545,0.44186,0.743185,0.386207,0.57659,0.455979,0.272849,0.64011,0.509563,0.578167,0.463873,0.204918,0.525758,0.589443,0.54955,0.713068,0.439416,0.375559,0.485021,0.194444,0.572414,0
0.325109,0.708166,0.626444,0.72514,0.683119,0.561086,0.762609,0.69036,0.62878,0.439457,0.422127,0.354906,0.320346,0.32699,0.361532,0.359168,0.355932,0.659091,0.59312,0.382924,0.314637,0.401722,0.713103,0.508671,0.504599,0.435484,0.538462,0.532787,0.420485,0.609827,0.439891,0.768182,0.51173,0.590734,0.59233,0.585401,0.47392,0.680456,0.254386,0.493793,0
0.644412,0.448461,0.401797,0.472626,0.167818,0.448869,0.493913,0.450828,0.826903,0.882046,0.786251,0.572025,0.424242,0.470588,0.375779,0.193762,0.318267,0.228306,0.718861,0.265201,0.696306,0.129125,0.303448,0.677746,0.595269,0.534946,0.412088,0.601093,0.311321,0.302023,0.418033,0.522727,0.860704,0.640927,0.133523,0.527007,0.80924,0.442225,0.343567,0.61931,1
0.806967,0.638554,0.331194,0.369832,0.47384,0.345701,0.676522,0.674781,0.611053,0.778706,0.592911,0.507307,0.577922,0.343426,0.451469,0.213611,0.397363,0.159091,0.708185,0.291074,0.723666,0.447633,0.092414,0.406069,0.592641,0.619624,0.615385,0.269126,0.357143,0.557803,0.532787,0.325758,0.593842,0.660232,0.369318,0.651095,0.676602,0.50214,0.54386,0.706207,1
0.496372,0.742972,0.359435,0.290503,0.188549,0.377376,0.450435,0.199611,0.357664,0.196242,0.163265,0.797495,0.597403,0.618512,0.704363,0.89603,0.854049,0.815083,0.686833,0.503234,0.450068,0.417504,0.332414,0.575145,0.620237,0.521505,0.395604,0.648907,0.563342,0.58815,0.244536,0.695455,0.568915,0.413127,0.338068,0.461314,0.338301,0.476462,0.340643,0.704828,0
0.728592,0.362784,0.572529,0.560894,0.594274,0.668778,0.493913,0.632911,0.531804,0.429019,0.168636,0.569937,0.406926,0.425606,0.688335,0.39603,0.676083,0.549587,0.558719,0.393273,0.396717,0.499283,0.486897,0.765896,0.69251,0.450269,0.35989,0.54235,0.355795,0.447977,0.494536,0.536364,0.381232,0.280566,0.369318,0.489051,0.493294,0.566334,0.701754,0.61931,0
0.464441,0.402945,0.362003,0.363128,0.298124,0.332127,0.335652,0.502434,0.55683,0.482255,0.64232,0.545929,0.669913,0.690311,0.568121,0.634216,0.524482,0.474174,0.498221,0.423027,0.533516,0.451937,0.464828,0.554913,0.545335,0.357527,0.446429,0.557377,0.502695,0.371387,0.493169,0.625758,0.653959,0.453024,0.5625,0.588321,0.536513,0.473609,0.438596,0.525517,2
0.404935,0.42838,0.254172,0.30838,0.439289,0.38009,0.552174,0.653359,0.569343,0.878914,0.791622,0.668058,0.637446,0.520761,0.513802,0.126654,0.278719,0.488636,0.447212,0.363519,0.543092,0.496413,0.58069,0.50578,0.541393,0.474462,0.479396,0.476776,0.429919,0.276012,0.311475,0.281818,0.382698,0.315315,0.463068,0.566423,0.47839,0.345221,0.519006,0.555862,1
0.404935,0.518072,0.268293,0.43352,0.306022,0.463348,0.422609,0.624148,0.481752,0.530271,0.627282,0.617954,0.738095,0.357266,0.30098,0.433837,0.546139,0.457645,0.725979,0.372574,0.533516,0.72023,0.542069,0.615607,0.250986,0.634409,0.313187,0.636612,0.380054,0.625723,0.491803,0.416667,0.3739,0.72973,0.553977,0.534307,0.551416,0.603424,0.45614,0.587586,2
0.596517,0.605087,0.344031,0.344134,0.227048,0.444344,0.211304,0.352483,0.241919,0.265136,0.542427,0.286013,0.659091,0.490484,0.767587,0.749527,0.725047,0.711777,0.798339,0.353169,0.507524,0.298422,0.390345,0.443642,0.519054,0.651882,0.340659,0.607923,0.380054,0.439306,0.531421,0.715152,0.633431,0.19305,0.390625,0.651095,0.479881,0.402282,0.396199,0.598621,2
0.564586,0.51004,0.391528,0.421229,0.569595,0.428054,0.609565,0.460565,0.411887,0.449896,0.262084,0.45929,0.52381,0.58564,0.639359,0.500945,0.434087,0.508264,0.702254,0.412678,0.699042,0.308465,0.344828,0.380058,0.492773,0.28629,0.603022,0.449454,0.408356,0.16474,0.498634,0.695455,0.664223,0.635779,0.394886,0.710949,0.421759,0.415121,0.581871,0.492414,0
0.281567,0.544846,0.495507,0.402235,0.290227,0.39276,0.554783,0.485881,0.743483,0.852818,0.704619,0.72547,0.636364,0.297578,0.570793,0.477316,0.486817,0.534091,0.581257,0.42044,0.316005,0.137733,0.561379,0.578035,0.525624,0.706989,0.627747,0.516393,0.504043,0.563584,0.530055,0.421212,0.539589,0.509653,0.732955,0.661314,0.472429,0.375178,0.589181,0.513103,2
0.693759,0.441767,0.540436,0.602235,0.418559,0.588235,0.570435,0.726388,0.652763,0.347599,0.186896,0.308977,0.414502,0.543253,0.477293,0.465028,0.592279,0.498967,0.557533,0.490298,0.5171,0.651363,0.748966,0.375723,0.26544,0.409946,0.394231,0.468579,0.322102,0.828035,0.224044,0.281818,0.687683,0.418275,0.694602,0.451095,0.515648,0.352354,0.602339,0.673103,0
0.46299,0.456493,0.370988,0.601117,0.402764,0.461538,0.361739,0.523856,0.192909,0.407098,0.377014,0.58977,0.572511,0.738754,0.574354,0.361059,0.696798,0.55062,0.441281,0.486417,0.421341,0.344333,0.142069,0.433526,0.208936,0.508065,0.582418,0.561475,0.539084,0.598266,0.153005,0.401515,0.392962,0.422136,0.583807,0.313869,0.408346,0.292439,0.274854,0.553103,0
0.548621,0.366801,0.671374,0.668156,0.784798,0.691403,0.788696,0.751704,0.666319,0.465553,0.402793,0.25261,0.271645,0.301038,0.192342,0.39225,0.385122,0.370868,0.457888,0.379043,0.46238,0.548063,0.406897,0.552023,0.281209,0.360215,0.478022,0.663934,0.528302,0.406069,0.187158,0.333333,0.428152,0.343629,0.353693,0.559124,0.488823,0.281027,0.318713,0.622069,1
0.493469,0.583668,0.291399,0.436872,0.33465,0.340271,0.535652,0.487829,0.635036,0.598121,0.643394,0.661795,0.506494,0.34083,0.390917,0.44518,0.436911,0.478306,0.367734,0.306598,0.369357,0.265423,0.532414,0.563584,0.537451,0.44086,0.210165,0.587432,0.456873,0.537572,0.374317,0.756061,0.675953,0.550837,0.642045,0.388321,0.540984,0.56776,0.403509,0.431724,1
0.496372,0.281124,0.453145,0.484916,0.669299,0.269683,0.197391,0.167478,0.229406,0.293319,0.38131,0.566806,0.735931,0.645329,0.810329,0.587902,0.700565,0.673554,0.762752,0.774903,0.567715,0.45911,0.431724,0.556358,0.537451,0.34543,0.461538,0.540984,0.575472,0.553468,0.490437,0.381818,0.612903,0.610039,0.355114,0.743066,0.028316,0.544936,0.402047,0.685517,2
0.571843,0.488621,0.308087,0.384358,0.262586,0.483258,0.44,0.518014,0.62878,0.72547,0.752954,0.792276,0.5671,0.475779,0.402493,0.536862,0.402072,0.253099,0.533808,0.234153,0.337893,0.407461,0.497931,0.731214,0.432326,0.490591,0.335165,0.490437,0.553908,0.40896,0.435792,0.527273,0.677419,0.490347,0.625,0.573723,0.348733,0.39515,0.324561,0.648276,2
0.557329,0.372155,0.317073,0.582123,0.415597,0.254299,0.26,0.512171,0.411887,0.335073,0.365199,0.425887,0.795455,0.530277,0.64203,0.499055,0.672316,0.392562,0.654804,0.460543,0.488372,0.631277,0.394483,0.352601,0.369251,0.474462,0.64011,0.587432,0.475741,0.184971,0.374317,0.407576,0.561584,0.540541,0.590909,0.741606,0.411326,0.382311,0.504386,0.467586,2
0.451379,0.30656,0.256739,0.42905,0.4077,0.317647,0.355652,0.56962,0.841502,0.728601,0.659506,0.646138,0.691558,0.411765,0.438112,0.507561,0.427495,0.458678,0.39739,0.205692,0.376197,0.424677,0.415172,0.816474,0.544021,0.568548,0.377747,0.571038,0.319407,0.42341,0.515027,0.451515,0.70088,0.608752,0.519886,0.483212,0.485842,0.50214,0.597953,0.437241,1
0.25254,0.412316,0.400513,0.565363,0.475814,0.432579,0.473913,0.588121,0.656934,0.43737,0.370569,0.498956,0.415584,0.474913,0.329475,0.316635,0.143126,0.353306,0.30605,0.426908,0.484268,0.48924,0.595862,0.705202,0.591327,0.494624,0.688187,0.493169,0.226415,0.543353,0.296448,0.501515,0.491202,0.311454,0.765625,0.391241,0.378539,0.46077,0.304094,0.328276,1
0.484761,0.558233,0.934531,0.830168,0.565647,0.738462,0.718261,0.727361,0.541189,0.414405,0.37594,0.240084,0.445887,0.187716,0.39537,0.364839,0.499058,0.497934,0.389087,0.570505,0.595075,0.362984,0.423448,0.419075,0.622865,0.327957,0.519231,0.590164,0.669811,0.630058,0.471311,0.543939,0.583578,0.63964,0.548295,0.411679,0.646796,0.365193,0.489766,0.493793,0
0.480406,0.413655,0.543004,0.321788,0.451135,0.268778,0.267826,0.140214,0.516163,0.465553,0.271751,0.318372,0.767316,0.507785,0.903829,0.600189,0.530132,0.761364,0.504152,0.416559,0.46238,0.681492,0.697931,0.712428,0.503285,0.456989,0.660714,0.587432,0.53504,0.462428,0.510929,0.5,0.464809,0.621622,0.316761,0.481752,0.545455,0.462197,0.669591,0.663448,2
0.603774,0.672021,0.685494,0.660335,0.433366,0.677828,0.67913,0.56962,0.757039,0.311065,0.572503,0.297495,0.358225,0.435986,0.497774,0.429112,0.52919,0.533058,0.389087,0.38163,0.389877,0.487805,0.310345,0.528902,0.459921,0.692204,0.581044,0.221311,0.715633,0.640173,0.60929,0.456061,0.709677,0.256113,0.627841,0.509489,0.745156,0.366619,0.469298,0.514483,0
0.510885,0.390897,0.487805,0.330726,0.469891,0.282353,0.13913,0.292113,0.183525,0.32881,0.309345,0.623173,0.777056,0.615917,0.73642,0.86862,0.629002,0.53719,0.714116,0.494179,0.497948,0.453372,0.347586,0.57948,0.35611,0.623656,0.649725,0.510929,0.675202,0.475434,0.538251,0.504545,0.721408,0.34749,0.289773,0.445255,0.390462,0.603424,0.527778,0.644138,2
0.146589,0.481928,0.209243,0.524022,0.572557,0.330317,0.37913,0.500487,0.348279,0.654489,0.684211,0.364301,0.529221,0.512111,0.536064,0.397921,0.595104,0.445248,0.309609,0.350582,0.55814,0.3099,0.496552,0.732659,0.537451,0.346774,0.623626,0.547814,0.252022,0.702312,0.613388,0.356061,0.508798,0.375804,0.488636,0.640876,0.529061,0.610556,0.616959,0.496552,2
0.468795,0.361446,0.496791,0.246927,0.291214,0.283258,0.24087,0.279455,0.1439,0.212944,0.491944,0.652401,0.654762,0.597751,0.831701,0.716446,0.752354,0.862603,0.628707,0.417853,0.651163,0.439024,0.466207,0.356936,0.625493,0.227151,0.399725,0.135246,0.510782,0.245665,0.647541,0.666667,0.419355,0.441441,0.541193,0.421898,0.61848,0.396576,0.662281,0.50069,2
0.076923,0.534137,0.309371,0.502793,0.274432,0.440724,0.254783,0.311587,0.517205,0.388309,0.440387,0.544885,0.637446,0.528547,0.556545,0.702268,0.350282,0.474174,0.532622,0.347995,0.426813,0.549498,0.531034,0.567919,0.365309,0.670699,0.450549,0.538251,0.704852,0.543353,0.505464,0.390909,0.629032,0.564994,0.549716,0.538686,0.23845,0.313837,0.548246,0.543448,2
0.613933,0.394913,0.391528,0.329609,0.461994,0.152036,0.236522,0.443038,0.40146,0.489562,0.392052,0.411273,0.672078,0.594291,0.778272,0.60397,0.727872,0.553719,0.327402,0.380336,0.443228,0.394548,0.50069,0.25289,0.546649,0.446237,0.646978,0.456284,0.389488,0.442197,0.536885,0.55,0.853372,0.67825,0.475852,0.513869,0.374069,0.477889,0.375731,0.417931,2
0.583454,0.52075,0.286264,0.344134,0.251728,0.293213,0.374783,0.221032,0.272158,0.236952,0.305048,0.515658,0.590909,0.555363,0.720392,0.492439,0.614878,0.566116,0.659549,0.510996,0.492476,0.64132,0.143448,0.393064,0.477004,0.408602,0.626374,0.273224,0.579515,0.206647,0.273224,0.492424,0.445748,0.465894,0.522727,0.50219,0.509687,0.573466,0.611111,0.510345,0
0.373004,0.477912,0.465982,0.253631,0.339585,0.485973,0.40087,0.602726,0.430657,0.419624,0.625134,0.58977,0.699134,0.491349,0.408727,0.379017,0.413371,0.265496,0.525504,0.589909,0.577291,0.579627,0.638621,0.521676,0.781866,0.818548,0.450549,0.441257,0.518868,0.728324,0.695355,0.642424,0.463343,0.70399,0.46733,0.286131,0.484352,0.583452,0.685673,0.609655,2
